name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year,genre
Day That I Died,Day That I Died,WOOSUNG,8/28/2024,207293,58,0.817,0.416,0.327,0,0.0814,-7.309,0.0296,82.066,0.262,4,8,0,spotify:track:4p6MZZx5zusaVnlzclH8Ut,2024,pop
Taste,Short n' Sweet,Sabrina Carpenter,8/23/2024,157279,95,0.101,0.674,0.907,0,0.297,-4.086,0.064,112.964,0.721,4,3,1,spotify:track:5G2f63n7IPVPPjfNIGih7Q,2024,pop
Learn to Fly,There Is Nothing Left To Lose,Foo Fighters,11/2/1999,235293,74,1.83E-05,0.465,0.919,2.07E-05,0.262,-4.025,0.0408,135.997,0.537,4,4,1,spotify:track:5OQsiBsky2k2kDKy2bX2eT,1999,rock
Best of You,In Your Honor,Foo Fighters,6/14/2005,255626,73,0.000769,0.366,0.94,9.42E-05,0.188,-5.119,0.0696,130.198,0.369,4,1,0,spotify:track:5FZxsHWIvUsmSK1IAvm2pp,2005,rock
All My Life,One By One (Expanded Edition),Foo Fighters,10/22/2002,263440,71,0.000218,0.577,0.604,0.000579,0.477,-5.703,0.0495,167.719,0.637,4,5,1,spotify:track:6tsojOQ5wHaIjKqIryLZK6,2002,rock
Everlong,The Colour And The Shape,Foo Fighters,5/20/1997,250546,82,5.99E-05,0.413,0.881,0.000308,0.0805,-5.541,0.0367,158.066,0.364,4,11,0,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,1997,rock
Under the Bridge,Blood Sugar Sex Magik (Deluxe Edition),Red Hot Chili Peppers,9/24/1991,264306,81,0.0576,0.559,0.345,0.000105,0.141,-13.496,0.0459,84.581,0.458,4,4,1,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,1991,rock
By the Way,By the Way (Deluxe Edition),Red Hot Chili Peppers,7/9/2002,216933,75,0.0264,0.451,0.97,0.00355,0.102,-4.938,0.107,122.444,0.198,4,0,1,spotify:track:1f2V8U1BiWaC9aJWmpOARe,2002,rock
Dani California,Stadium Arcadium,Red Hot Chili Peppers,5/9/2006,282160,77,0.0193,0.556,0.913,8.59E-06,0.346,-2.36,0.0437,96.184,0.73,4,0,1,spotify:track:10Nmj3JCNoMeBQ87uw5j8k,2006,rock
Can't Stop,By the Way (Deluxe Edition),Red Hot Chili Peppers,7/9/2002,269000,84,0.0179,0.618,0.938,0,0.167,-3.442,0.0456,91.455,0.875,4,9,1,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,2002,rock
When I Come Around,Dookie,Green Day,2/1/1994,178000,77,0.0175,0.531,0.909,0,0.231,-4.236,0.034,97.546,0.814,4,11,1,spotify:track:1Dr1fXbc2IxaK1Mu8P8Khz,1994,rock
Times Like These,One By One (Expanded Edition),Foo Fighters,10/22/2002,265560,67,1.40E-05,0.376,0.908,1.40E-05,0.241,-3.793,0.0879,144.581,0.266,4,4,0,spotify:track:67vYdAAM3oGsEImCRfbtsF,2002,rock
Good Riddance (Time of Your Life),Nimrod,Green Day,10/14/1997,153466,82,0.183,0.475,0.432,0,0.161,-7.844,0.0302,94.605,0.648,4,7,1,spotify:track:6ORqU0bHbVCRjXm9AjyHyZ,1997,rock
Paradise City,Appetite For Destruction,Guns N' Roses,7/21/1987,405600,79,0.019,0.268,0.98,0.00692,0.182,-5.959,0.101,100.316,0.39,4,11,1,spotify:track:6eN1f9KNmiWEhpE2RhQqB5,1987,rock
Holiday / Boulevard of Broken Dreams,American Idiot,Green Day,9/21/2004,493400,70,0.000659,0.29,0.827,2.55E-06,0.301,-3.451,0.0362,167.086,0.45,4,8,1,spotify:track:0MsrWnxQZxPAcov7c74sSo,2004,rock
American Idiot,American Idiot,Green Day,9/21/2004,176346,81,2.64E-05,0.38,0.988,7.86E-05,0.368,-2.042,0.0639,186.113,0.769,4,1,1,spotify:track:6nTiIhLmQ3FWhvrGafw2zj,2004,rock
Seven Nation Army,Elephant,The White Stripes,4/1/2003,232106,83,0.0039,0.743,0.446,0.118,0.337,-7.807,0.0683,123.596,0.278,4,4,0,spotify:track:3dPQuX8Gs42Y7b454ybpMR,2003,rock
Walk This Way,Toys In The Attic,Aerosmith,4/8/1975,220310,73,0.0115,0.653,0.73,1.02E-05,0.0776,-10.613,0.0429,108.709,0.894,4,5,1,spotify:track:4JfuiOWlWCkjP6OKurHjSn,1975,rock
Sweet Child O' Mine,Appetite For Destruction,Guns N' Roses,7/21/1987,356066,84,0.09,0.445,0.952,0.0843,0.112,-5.321,0.0522,125.304,0.624,4,6,1,spotify:track:7snQQk1zcKl8gZ92AnueZW,1987,rock
Kryptonite,The Better Life,3 Doors Down,2000,233933,78,0.00664,0.545,0.865,1.10E-05,0.168,-5.708,0.0286,99.005,0.543,4,11,0,spotify:track:6ZOBP3NvffbU4SZcrnt1k6,2000,rock
Want You Bad,Conspiracy Of One,The Offspring,11/14/2000,202573,70,5.59E-05,0.491,0.966,0,0.307,-4.28,0.0538,105.544,0.614,4,4,1,spotify:track:6hwQ69v7VbPhTTR2fOtYX7,2000,rock
Wake Me up When September Ends,American Idiot,Green Day,9/21/2004,285653,78,0.023,0.546,0.814,0,0.0972,-5.146,0.0314,104.98,0.146,4,7,1,spotify:track:3ZffCQKLFLUvYM59XKLbVm,2004,rock
Universally Speaking,By the Way (Deluxe Edition),Red Hot Chili Peppers,7/9/2002,256959,60,0.0887,0.558,0.924,0.00326,0.263,-2.312,0.0367,117.111,0.344,4,2,1,spotify:track:39badcyKTjOtBvv4aywpfs,2002,rock
The Diary of Jane - Single Version,Phobia (Clean Version),Breaking Benjamin,1/1/2006,200546,74,7.13E-05,0.392,0.964,0.0387,0.106,-4.441,0.0644,167.024,0.269,4,10,0,spotify:track:0faXHILILebCGnJBPU6KJJ,2006,rock
Animal I Have Become,One-X,Three Days Grace,6/25/2006,231400,77,0.000684,0.553,0.853,0,0.126,-3.668,0.0339,122.023,0.506,4,8,1,spotify:track:56sk7jBpZV0CD31G9hEU3b,2006,rock
Saint Cecilia,Saint Cecilia EP,Foo Fighters,11/23/2015,221666,50,0.000457,0.235,0.869,0.000987,0.459,-4.284,0.0609,146.654,0.513,4,4,1,spotify:track:7bdUH0npz854dv3plG8ieT,2015,rock
No Son Of Mine,Medicine At Midnight,Foo Fighters,2/5/2021,208706,49,0.00131,0.535,0.972,0.000471,0.0788,-4.428,0.0844,124.971,0.436,4,9,1,spotify:track:3jSRg3DPkvNX74Kx28PQnH,2021,rock
Let It Die,"Echoes, Silence, Patience & Grace",Foo Fighters,9/25/2007,244960,51,0.027,0.596,0.557,1.64E-05,0.0914,-6.401,0.0299,124.023,0.314,4,0,1,spotify:track:2XvrMHbSO077Ajg7QTTNdY,2007,rock
This Is a Call,Foo Fighters,Foo Fighters,7/4/1995,233360,58,0.00141,0.261,0.964,2.87E-05,0.183,-6.654,0.0638,162.902,0.326,3,9,1,spotify:track:2wO8aOvN1ogLy1N8XT1WJE,1995,rock
The Kill,A Beautiful Lie,Thirty Seconds To Mars,1/1/2005,231533,78,0.0014,0.179,0.912,0.000294,0.582,-3.881,0.0791,182.99,0.289,3,4,0,spotify:track:0lP4HYLmvowOKdsQ7CVkuq,2005,rock
I Hate Everything About You,Three Days Grace,Three Days Grace,4/19/2003,231480,79,0.00461,0.498,0.83,0,0.139,-5.157,0.0421,89.342,0.453,4,6,0,spotify:track:0M955bMOoilikPXwKLYpoi,2003,rock
Prayer Of The Refugee,The Sufferer & The Witness,Rise Against,1/1/2006,199386,65,0.00165,0.2,0.977,1.10E-05,0.259,-3.494,0.159,195.711,0.39,4,3,0,spotify:track:4OSbctVD37ycS0H3rwRm72,2006,rock
I Write Sins Not Tragedies,A Fever You Can't Sweat Out,Panic! At The Disco,9/27/2005,186634,71,0.0807,0.569,0.83,0,0.114,-4.106,0.14,170.094,0.609,4,9,0,spotify:track:4bPQs0PHn4xbipzdPfn6du,2005,rock
Breaking the Habit,Meteora,Linkin Park,9/16/2003,196133,70,0.105,0.58,0.865,0,0.106,-4.359,0.0313,100.016,0.587,4,4,0,spotify:track:6n8TMVyFKoUmDc4apxceRD,2003,rock
Californication,Californication (Deluxe Edition),Red Hot Chili Peppers,6/8/1999,329733,82,0.0021,0.592,0.767,0.00165,0.127,-2.788,0.027,96.483,0.328,4,9,0,spotify:track:48UPSzbZjgc449aqz8bxox,1999,rock
Something In The Way,Nevermind (Remastered),Nirvana,9/26/1991,232146,67,0.745,0.427,0.201,0.263,0.109,-13.044,0.0317,105.218,0.0668,4,8,1,spotify:track:1nFtiJxYdhtFfFtfXBv06s,1991,rock
My Hero,The Colour And The Shape,Foo Fighters,5/20/1997,260026,74,6.20E-05,0.398,0.927,0.000177,0.0575,-4.212,0.0567,77.106,0.311,4,9,1,spotify:track:4dVbhS6OiYvFikshyaQaCN,1997,rock
Like a Stone,Audioslave,Audioslave,11/17/2002,293960,78,0.00797,0.614,0.568,0,0.0997,-5.477,0.0276,107.849,0.516,4,7,0,spotify:track:3YuaBvuZqcwN3CEAyyoaei,2002,rock
Up In Arms,The Colour And The Shape,Foo Fighters,5/20/1997,135573,46,0.000359,0.262,0.885,0.00426,0.254,-5.288,0.0831,166.645,0.178,4,0,1,spotify:track:05TcC5ZN9rp8Glx8A9C2Nd,1997,rock
Sex on Fire,Only By The Night,Kings of Leon,9/23/2008,203346,84,0.00172,0.542,0.905,0.0104,0.136,-5.653,0.054,153.398,0.374,4,9,1,spotify:track:0ntQJM78wzOLVeCUAW7Y45,2008,rock
The Middle,Bleed American,Jimmy Eat World,7/17/2001,165853,80,0.0371,0.643,0.849,0,0.058,-5.428,0.0526,162.152,0.903,4,2,1,spotify:track:6GG73Jik4jUlQCkKg9JuGO,2001,rock
Swallow My Pride,Dry as a Bone/Rehab Doll,Green River,9/13/1990,179800,38,0.423,0.349,0.869,0,0.76,-11.481,0.0934,127.44,0.193,4,4,1,spotify:track:1LvJ1PFobtIm5DwzRrK0jG,1990,rock
Shadow of the Season,Sweet Oblivion,Screaming Trees,1992,273813,43,4.63E-05,0.163,0.937,0.00297,0.372,-5.502,0.0882,184.482,0.413,4,0,1,spotify:track:0donjzZGsCA2PfPUA4EdMN,1992,rock
Volcano Girls,Eight Arms To Hold You,Veruca Salt,1/1/1997,198933,52,0.000789,0.543,0.961,1.29E-06,0.431,-2.749,0.0373,131.463,0.567,4,4,1,spotify:track:3cMliO9emUSa4d1Ap2MbfW,1997,rock
Alone + Easy Target,Foo Fighters,Foo Fighters,7/4/1995,245666,48,0.00424,0.226,0.978,1.47E-06,0.109,-7.27,0.107,131.586,0.137,4,7,1,spotify:track:5XUpAb2zC8G404RPkwb09H,1995,rock
Crown Of Thorns,Apple,Mother Love Bone,1/1/1990,382533,42,0.146,0.364,0.414,1.15E-06,0.0975,-14.011,0.0298,139.116,0.458,4,4,0,spotify:track:3UhOnJHr4XYGgFLoQE9JFt,1990,rock
Alive,Ten,Pearl Jam,8/27/1991,340907,73,0.00752,0.284,0.875,0.000461,0.402,-6.069,0.0422,75.009,0.595,4,11,0,spotify:track:1L94M3KIu7QluZe63g64rv,1991,rock
Heart-Shaped Box,In Utero (Deluxe Edition),Nirvana,9/21/1993,281160,80,0.199,0.256,0.641,0.0329,0.0853,-10.283,0.0552,203.006,0.382,4,1,1,spotify:track:11LmqTE2naFULdEP94AUBa,1993,rock
Jesus of Suburbia,American Idiot,Green Day,9/21/2004,548253,66,0.000259,0.3,0.929,2.26E-06,0.329,-3.214,0.0636,147.116,0.59,4,1,1,spotify:track:58KPPL1AdLHMvR2O2PZejr,2004,rock
Take Me Out,Franz Ferdinand,Franz Ferdinand,2/16/2004,237026,81,0.000409,0.277,0.663,0.00051,0.136,-8.821,0.0377,104.561,0.527,4,4,0,spotify:track:20I8RduZC2PWMWTDCZuuAN,2004,rock
Interstate Love Song - 2019 Remaster,Purple (2019 Remaster),Stone Temple Pilots,6/7/1994,194853,73,0.000273,0.215,0.927,0.00661,0.126,-7.327,0.0452,170.814,0.49,4,9,1,spotify:track:6qLEOZvf5gI7kWE63JE7p3,1994,rock
Come Out and Play,Smash,The Offspring,4/8/1994,197800,71,0.0675,0.519,0.77,3.48E-06,0.0762,-8.788,0.0809,158.29,0.921,4,7,1,spotify:track:5JJDu0Z5DKe7mR31MGksSg,1994,rock
21 Guns,Greatest Hits: God's Favorite Band,Green Day,11/17/2017,322040,39,0.048,0.26,0.719,0,0.454,-4.765,0.0364,159.072,0.419,4,5,1,spotify:track:4pu474fFUC7hgBBIf2W0S8,2017,rock
Still Breathing,Greatest Hits: God's Favorite Band,Green Day,11/17/2017,224760,32,0.0142,0.54,0.902,0,0.0756,-3.577,0.0442,75.033,0.692,4,1,1,spotify:track:6rorRLsVFm2EfaRVWtvo3F,2017,rock
Revolution Radio,Revolution Radio,Green Day,10/7/2016,180853,55,4.63E-05,0.419,0.971,1.43E-05,0.171,-3.622,0.0909,180.033,0.677,4,7,1,spotify:track:3oqYMRKQcwyNmFn1VD2ukD,2016,rock
Give It Away,Blood Sugar Sex Magik (Deluxe Edition),Red Hot Chili Peppers,9/24/1991,282906,72,0.00244,0.666,0.936,0.086,0.153,-9.919,0.0476,91.577,0.776,4,7,1,spotify:track:0uppYCG86ajpV2hSR3dJJ0,1991,rock
Bullet With Butterfly Wings - Remastered 2012,Mellon Collie And The Infinite Sadness (Deluxe Edition),The Smashing Pumpkins,1995,258466,72,5.59E-05,0.404,0.72,0.836,0.0466,-9.18,0.0623,121.864,0.475,4,10,0,spotify:track:6GtX0jaNL8IjVQfrDBx81z,1995,rock
Smooth Criminal,Anthology,Alien Ant Farm,1/1/2001,209266,73,0.00316,0.653,0.964,0.0051,0.144,-4.26,0.0578,126.928,0.872,4,9,0,spotify:track:5z6xHjCZr7a7AIcy8sPBKy,2001,rock
Killing In The Name,Rage Against The Machine - XX (20th Anniversary Special Edition),Rage Against The Machine,1992,313573,78,0.0266,0.466,0.833,0,0.0327,-4.215,0.304,88.785,0.661,4,7,1,spotify:track:59WN2psjkt1tyaxjspN8fp,1992,rock
Pretty Fly (For A White Guy),Americana,The Offspring,11/16/1998,188666,76,0.088,0.723,0.895,0,0.0717,-3.707,0.102,143.373,0.963,4,11,0,spotify:track:3SFXsFpeGmBTtQvKiwYMDA,1998,rock
Chop Suey!,Toxicity,System Of A Down,9/4/2001,210240,83,0.000278,0.417,0.934,0.0015,0.132,-3.908,0.119,127.066,0.287,4,7,0,spotify:track:2DlHlPMa4M17kufBvI2lEN,2001,rock
Breed,Nevermind (Remastered),Nirvana,9/26/1991,184040,65,3.69E-06,0.262,0.969,0.00213,0.133,-4.675,0.0894,158.433,0.263,4,4,1,spotify:track:5mJGLBNJM0GULqAoL5mb9C,1991,rock
Walk,Wasting Light,Foo Fighters,4/12/2011,255960,66,3.62E-05,0.234,0.865,0.000532,0.289,-5.131,0.0516,137.107,0.194,4,9,1,spotify:track:76Je5Wklky23mVoxiRszcN,2011,rock
Monkey Wrench,The Colour And The Shape,Foo Fighters,5/20/1997,231480,67,1.83E-05,0.401,0.953,2.56E-05,0.149,-4.276,0.0752,174.217,0.555,4,4,1,spotify:track:44wXefe8WB9Fd6xwtmAwbR,1997,rock
The Pretender,"Echoes, Silence, Patience & Grace",Foo Fighters,9/25/2007,269373,77,0.000917,0.433,0.959,0,0.028,-4.04,0.0431,172.984,0.365,4,9,1,spotify:track:7x8dCjCr0x6x2lXKujYD34,2007,rock
Even Flow,Ten,Pearl Jam,8/27/1991,292580,77,0.00178,0.394,0.944,4.54E-06,0.298,-6.506,0.0761,105.338,0.265,4,10,0,spotify:track:6QewNVIDKdSl8Y3ycuHIei,1991,rock
Slither,Contraband,Velvet Revolver,2004,248306,59,0.000266,0.478,0.974,0.096,0.0738,-3.866,0.102,141.082,0.275,4,7,1,spotify:track:7kF1iPJTj3VFJX9XokQ80F,2004,rock
The Man Who Sold The World - Live,MTV Unplugged In New York,Nirvana,11/1/1994,261093,74,0.425,0.483,0.753,0.000142,0.257,-8.937,0.0832,115.102,0.42,4,1,0,spotify:track:15VRO9CQwMpbqUYA7e6Hwg,1994,rock
Sleep Now In the Fire,The Battle Of Los Angeles,Rage Against The Machine,11/2/1999,205600,65,0.00162,0.426,0.929,0.105,0.0789,-6.729,0.0701,127.059,0.539,4,2,1,spotify:track:1MQTmpYOZ6fcMQc56Hdo7T,1999,rock
(I Can't Get No) Satisfaction - Mono Version,Out Of Our Heads,The Rolling Stones,7/30/1965,222813,77,0.0383,0.723,0.863,0.0317,0.128,-7.89,0.0338,136.302,0.931,4,2,1,spotify:track:2PzU4IB8Dr6mxV3lHuaG34,1965,rock
Whole Lotta Love - 1990 Remaster,Led Zeppelin II (1994 Remaster),Led Zeppelin,10/22/1969,333893,73,0.0484,0.412,0.902,0.131,0.405,-11.6,0.405,89.74,0.422,4,9,1,spotify:track:0hCB0YR03f6AmQaHbwWDe8,1969,rock
Kickstart My Heart,Dr. Feelgood,Mötley Crüe,1989,282653,76,0.00123,0.363,0.982,0.00218,0.284,-3.621,0.3,179.23,0.275,4,7,0,spotify:track:4Yqy0GpeDEXLibWJCZyQew,1989,rock
Edge of Seventeen - 2016 Remaster,Bella Donna (Deluxe Edition),Stevie Nicks,11/4/2016,329413,55,0.327,0.591,0.804,5.98E-06,0.0818,-7.299,0.0454,111.457,0.658,4,0,1,spotify:track:5LNiqEqpDc8TuqPy79kDBu,2016,rock
Bad Moon Rising,Green River (Expanded Edition),Creedence Clearwater Revival,8/3/1969,141600,82,0.0586,0.508,0.774,4.87E-06,0.063,-5.973,0.0321,178.946,0.942,4,2,1,spotify:track:20OFwXhEXf12DzwXmaV7fj,1969,rock
Mary Jane's Last Dance,Greatest Hits,Tom Petty and the Heartbreakers,5/20/2008,273600,73,0.0276,0.464,0.654,1.34E-06,0.328,-9.058,0.0608,169.512,0.53,4,7,0,spotify:track:3dmqIB2Qxe2XZobw9gXxJ6,2008,rock
Under Pressure - Remastered 2011,Greatest Hits II,Queen,10/28/1991,236520,50,0.524,0.663,0.712,0,0.0804,-7.268,0.0479,113.439,0.527,4,2,1,spotify:track:2aSFLiDPreOVP6KHiWk4lF,1991,rock
Sharp Dressed Man (2008 Remaster),Eliminator,ZZ Top,3/23/1983,258026,76,0.000359,0.601,0.859,0.00124,0.0871,-5.264,0.0276,125.144,0.446,4,5,1,spotify:track:0bRNszTbTFLNlunAeh7eom,1983,rock
Are You Gonna Go My Way,Are You Gonna Go My Way,Lenny Kravitz,3/9/1993,211933,72,0.00165,0.619,0.67,0.0109,0.331,-10.322,0.0353,129.269,0.777,4,11,0,spotify:track:45Ia1U4KtIjAPPU7Wv1Sea,1993,rock
Master of Puppets (Remastered),Master of Puppets (Remastered Deluxe Box Set),Metallica,3/3/1986,515386,70,0.00067,0.539,0.828,0.421,0.154,-9.108,0.035,105.25,0.562,4,4,0,spotify:track:54bm2e3tk8cliUz3VSdCPZ,1986,rock
Song 2 - 2012 Remaster,Blur (Special Edition),Blur,2/10/1997,121160,79,0.00178,0.674,0.789,0.00708,0.0753,-6.903,0.0676,129.802,0.918,4,8,1,spotify:track:1FTSo4v6BOZH9QxKc3MbVM,1997,rock
Once in a Lifetime - 2005 Remaster,Remain in Light (Deluxe Version),Talking Heads,10/8/1980,259906,65,0.181,0.644,0.919,0.134,0.622,-6.289,0.0561,117.459,0.871,4,2,1,spotify:track:38Ngied9rBORlAbLYNCl4k,1980,rock
More Than a Feeling,Boston,Boston,1976,285133,78,0.00088,0.377,0.681,0.0023,0.0504,-8.039,0.0298,108.789,0.285,4,7,1,spotify:track:1QEEqeFIZktqIpPI4jSVSF,1976,rock
Carry on Wayward Son,Leftoverture (Expanded Edition),Kansas,1976,323000,75,0.00321,0.482,0.786,8.88E-05,0.446,-5.735,0.032,126.755,0.793,4,7,1,spotify:track:4DMKwE2E2iYDKY01C335Uw,1976,rock
Psycho Killer - 2005 Remaster,Talking Heads '77 (Deluxe Version),Talking Heads,9/16/1977,261413,76,0.0708,0.721,0.521,0.00545,0.127,-8.123,0.0613,123.118,0.942,4,2,1,spotify:track:1i6N76fftMZhijOzFQ5ZtL,1977,rock
Sweet Home Alabama,Second Helping (Expanded Edition),Lynyrd Skynyrd,4/15/1974,283800,80,0.181,0.596,0.606,0.000327,0.0863,-12.145,0.0255,97.785,0.886,4,7,1,spotify:track:7e89621JPkKaeDSTQ3avtg,1974,rock
Livin' On A Prayer,Slippery When Wet,Bon Jovi,8/16/1986,249293,84,0.0778,0.532,0.887,0.000206,0.294,-3.757,0.0335,122.509,0.794,4,0,1,spotify:track:37ZJ0p5Jm13JPevGcx4SkF,1986,rock
Slow Ride - Edit,Slow Ride / Save Your Loving (For Me),Foghat,1975,232533,61,0.0201,0.494,0.586,0.00104,0.102,-13.909,0.0461,113.618,0.651,4,2,1,spotify:track:4MYb7NWLwXNDB7bYs3HeX8,1975,rock
Should I Stay or Should I Go - Remastered,Combat Rock (Remastered),The Clash,1982,188986,81,0.0804,0.743,0.836,0,0.384,-6.465,0.116,113.375,0.82,4,2,1,spotify:track:39shmbIHICJ2Wxnk1fPSdz,1982,rock
Crazy Train,Blizzard Of Ozz (40th Anniversary Expanded Edition),Ozzy Osbourne,9/18/2020,293183,76,0.408,0.454,0.913,0.000271,0.248,-4.008,0.107,137.688,0.521,4,9,1,spotify:track:7ACxUo21jtTHzy7ZEV56vU,2020,rock
Don't Cry (Original),Use Your Illusion I,Guns N' Roses,9/17/1991,283733,76,0.00184,0.455,0.589,0.00358,0.104,-8.64,0.0328,124.634,0.254,4,11,1,spotify:track:2N2yrmodOnVF10mKvItC9P,1991,rock
Immigrant Song - Remaster,Led Zeppelin III (Remaster),Led Zeppelin,1970,146250,76,0.013,0.564,0.932,0.169,0.349,-10.068,0.0554,112.937,0.619,4,11,1,spotify:track:78lgmZwycJ3nzsdgmPPGNx,1970,rock
In The Air Tonight - 2015 Remastered,Face Value (Deluxe Editon),Phil Collins,1/1/1981,336453,77,0.551,0.446,0.239,4.10E-06,0.0697,-13.945,0.0316,189.507,0.298,4,0,1,spotify:track:18AXbzPzBS8Y3AkgSxzJPb,1981,rock
Come Together - Remastered 2009,Abbey Road (Remastered),The Beatles,9/26/1969,259946,76,0.0304,0.53,0.376,0.247,0.0926,-11.913,0.04,164.775,0.188,4,9,0,spotify:track:2EqlS6tkEnglzr7tkKAAYD,1969,rock
Rock You Like A Hurricane,Love At First Sting,Scorpions,3/27/1984,252493,69,0.00543,0.482,0.617,0.000146,0.284,-12.931,0.0458,125.697,0.718,4,4,0,spotify:track:58XWGx7KNNkKneHdprcprX,1984,rock
Bitter Sweet Symphony - Remastered 2016,Urban Hymns (Remastered 2016),The Verve,9/29/1997,357266,79,0.0335,0.356,0.917,0,0.406,-6.006,0.0479,171.176,0.518,4,9,1,spotify:track:57iDDD9N9tTWe75x6qhStw,1997,rock
For What It's Worth,Buffalo Springfield,Buffalo Springfield,12/5/1966,153693,78,0.406,0.653,0.519,0.0209,0.101,-10.164,0.0497,98.883,0.822,4,2,1,spotify:track:1qRA5BS78u3gME0loMl9AA,1966,rock
Riders on the Storm,L.A. Woman,The Doors,4/19/1971,434720,70,0.25,0.55,0.722,0.0129,0.11,-11.729,0.0283,103.886,0.716,4,11,0,spotify:track:14XWXWv5FoCbFzLksawpEe,1971,rock
"American Woman - 7"" Single Version",American Woman (Expanded Edition),The Guess Who,1/1/1970,231640,51,0.0424,0.538,0.841,0.00177,0.312,-7.547,0.0375,93.077,0.881,4,9,1,spotify:track:0emHuukZSuaOzOlsAWHj2W,1970,rock
Mr. Blue Sky,Out of the Blue,Electric Light Orchestra,1977,303373,77,0.652,0.388,0.338,3.73E-06,0.248,-10.054,0.0329,177.765,0.478,4,10,1,spotify:track:2RlgNHKcydI9sayD2Df2xp,1977,rock
Where Is My Mind? - 2007 Remaster,Surfer Rosa (2007 Remaster),Pixies,3/21/1988,234973,76,0.0204,0.519,0.441,0.000453,0.076,-14.178,0.0353,81.334,0.25,4,4,1,spotify:track:7wCmS9TTVUcIhRalDYFgPy,1988,rock
One Way Or Another - Remastered 2001,One Way Or Another,Blondie,1979,212706,53,0.0118,0.45,0.877,4.95E-05,0.0699,-6.403,0.0532,162.477,0.896,4,9,1,spotify:track:5Th6EdNVhxp0TPX41ZLZk6,1979,rock
All Right Now,Fire And Water,Free,6/26/1970,330643,65,0.221,0.787,0.472,0.000336,0.153,-12.824,0.0832,120.059,0.824,4,2,1,spotify:track:1gcESexgftSuLuML57Y69q,1970,rock
Black Hole Sun,Superunknown (Deluxe Edition),Soundgarden,3/9/1994,318586,77,0.000217,0.35,0.828,0.000161,0.0774,-5.373,0.041,105.435,0.147,4,6,1,spotify:track:2EoOZnxNgtmZaD8uUmz2nD,1994,rock
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Honky Chateau,Elton John,5/19/1972,281613,80,0.433,0.601,0.532,5.95E-06,0.0925,-9.119,0.0286,136.576,0.342,4,10,1,spotify:track:3gdewACMIVMEWVbyb8O9sY,1972,rock
Black Dog - Remaster,Led Zeppelin IV (Deluxe Edition),Led Zeppelin,11/8/1971,295386,70,0.396,0.437,0.864,0.0314,0.242,-7.842,0.0904,81.394,0.749,4,4,0,spotify:track:3qT4bUD1MaWpGrTwcvguhb,1971,rock
Gimme Shelter,Let It Bleed,The Rolling Stones,12/5/1969,270773,75,0.447,0.634,0.63,0.039,0.17,-8.277,0.031,118.628,0.489,4,1,0,spotify:track:6H3kDe7CGoWYBabAeVWGiD,1969,rock
Won't Get Fooled Again - Original Album Version,Who's Next (Deluxe Edition),The Who,8/14/1971,511400,62,0.301,0.686,0.92,0.27,0.0807,-6.231,0.0566,135.027,0.225,4,2,1,spotify:track:0cJPLFrlV7TTCyPLupHzcH,1971,rock
Detroit Rock City,Smashes Thrashes & Hits,KISS,1/1/1988,228560,54,0.00891,0.479,0.847,0.000208,0.144,-11.036,0.0986,90.654,0.318,4,0,0,spotify:track:3uz0O62HqYoyRiWZjS61KK,1988,rock
All Along the Watchtower,Electric Ladyland,Jimi Hendrix,10/25/1968,240800,73,0.00255,0.438,0.805,5.69E-05,0.0842,-6.237,0.0624,113.253,0.564,4,8,1,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,1968,rock
Uprising,The Resistance,Muse,9/10/2009,304840,75,0.000202,0.602,0.905,0.064,0.117,-4.046,0.0775,128.019,0.411,4,2,1,spotify:track:4VqPOruhp5EdPBeR92t6lQ,2009,rock
Message In A Bottle,Reggatta De Blanc - Remastered 2003,The Police,10/2/1979,290280,75,0.0338,0.577,0.808,1.33E-05,0.221,-7.04,0.039,151.008,0.869,4,1,0,spotify:track:1oYYd2gnWZYrt89EBXdFiO,1979,rock
You Really Got Me - 2015 Remaster,Van Halen (Remastered),Van Halen,2/10/1978,156146,67,0.0223,0.454,0.946,0,0.173,-5.978,0.13,138.18,0.647,4,1,0,spotify:track:0upLyFR8Rr52ZpMp5esQoq,1978,rock
Barracuda,Little Queen,Heart,5/14/1977,261933,74,0.015,0.548,0.691,0.106,0.144,-13.553,0.0369,137.145,0.667,4,4,0,spotify:track:4KfSdst7rW39C0sfhArdrz,1977,rock
Smells Like Teen Spirit,Nevermind (Remastered),Nirvana,9/26/1991,301920,77,2.55E-05,0.502,0.912,0.000173,0.106,-4.556,0.0564,116.761,0.72,4,1,1,spotify:track:5ghIJDpPoe3CfHMGu71E6T,1991,rock
Mr. Brightside,Hot Fuss,The Killers,2004,222973,86,0.00121,0.352,0.911,0,0.0995,-5.23,0.0747,148.033,0.236,4,1,1,spotify:track:003vvx7Niy0yvhvHt4a68B,2004,rock
