Song Name,mfccs_mean_0,mfccs_std_0,mfccs_mean_1,mfccs_std_1,mfccs_mean_2,mfccs_std_2,mfccs_mean_3,mfccs_std_3,mfccs_mean_4,mfccs_std_4,mfccs_mean_5,mfccs_std_5,mfccs_mean_6,mfccs_std_6,mfccs_mean_7,mfccs_std_7,mfccs_mean_8,mfccs_std_8,mfccs_mean_9,mfccs_std_9,mfccs_mean_10,mfccs_std_10,mfccs_mean_11,mfccs_std_11,mfccs_mean_12,mfccs_std_12,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year
Alive (The Edge) [feat. ROOKIES] - DJ Licious Remix,-71.299965,86.6013,77.85293,51.08686,16.59091,26.224009,27.816141,15.635399,7.429918,13.44289,13.299124,14.435164,4.315132,11.960754,9.314218,11.233809,3.350392,8.8579445,8.770915,9.024555,1.9678357,8.126539,5.1666174,8.070619,-1.2744474,7.8166146,0.41344613,0.37814826,0.47904274,0.39337182,0.36562937,0.4732714,0.46745062,0.63834834,0.55403674,0.54932755,0.5235885,0.41265267,0.3089981,0.26319423,0.30738434,0.2724993,0.25371066,0.29409793,0.24787045,0.31714895,0.3070428,0.32770878,0.30312136,0.25403082,After The Sunset,Sam Feldt,2018-02-19,189126,13,0.0228,0.793,0.706,0.652,0.25,-6.882,0.0486,124.005,0.313,4,3,1,spotify:track:3clrGggBWXMOWI9nao3uGS,2018
Alive (Trivecta Remix),-27.92565,112.024445,65.065796,36.992462,-2.1606376,23.49865,11.316813,17.75068,0.044380326,13.031079,4.7267337,13.838302,0.264963,11.0770855,-0.78019196,12.705953,-2.5249355,9.310493,3.373126,7.691441,-4.9148526,9.393223,3.164444,7.946254,1.1321149,7.3593416,0.3517964,0.47280648,0.29889426,0.40830755,0.27211475,0.30148238,0.52349854,0.31861335,0.37723863,0.3053648,0.4407016,0.5438411,0.2234751,0.34135172,0.21355514,0.31455305,0.23483485,0.21468261,0.3323975,0.20824924,0.29373175,0.22775915,0.27377325,0.33888432,Wild Youth (The Remixes),Dabin,2019-08-30,247741,0,0.0303,0.397,0.672,1.21e-06,0.068,-5.463,0.0712,155.036,0.316,4,11,1,spotify:track:3i8IV2Gw4GG1D6Zhvf678s,2019
Alive - Kumarion Remix,-68.66186,78.45692,86.893845,46.196327,5.4783764,23.506338,22.514359,17.153034,8.976259,17.254065,7.0966854,14.973938,3.7920375,12.197424,7.4627066,13.485141,6.1292305,10.716842,8.278532,10.087227,2.9531622,9.916471,1.0921656,9.555898,-1.7901378,8.577473,0.5607127,0.4363311,0.4393049,0.472952,0.36963046,0.31557164,0.36851996,0.6522236,0.49479958,0.4176069,0.41911635,0.4396279,0.34327474,0.28717047,0.28257984,0.31869212,0.2486047,0.2602602,0.2445617,0.32754144,0.2977411,0.31848606,0.28617433,0.26702097,Alive (Remixes),Zeds Dead,2021-12-17,249041,21,0.00174,0.613,0.711,0.0159,0.517,-6.829,0.0808,174.034,0.382,4,8,1,spotify:track:59KZgvG9AGQfsjxeIERwZm,2021
All Along the Watchtower,-40.13228,63.899414,72.10855,26.716845,-7.095422,17.66444,33.08998,13.332219,16.334312,11.516718,11.600828,9.2467,-0.42838642,8.53859,6.855532,9.863779,-6.9884467,10.219581,8.204776,8.338163,-4.376894,8.385304,1.7146261,7.5981445,0.049486887,8.317235,0.4732955,0.30514652,0.30488592,0.34453416,0.29089156,0.32141605,0.35964113,0.47972214,0.3844385,0.38829732,0.44090718,0.38918427,0.3548515,0.25627643,0.26353338,0.30304807,0.24853665,0.2943657,0.26888958,0.32524142,0.29070508,0.27883145,0.32325172,0.2651862,Electric Ladyland,Jimi Hendrix,1968-10-25,240800,72,0.00255,0.438,0.805,5.69e-05,0.0842,-6.237,0.0624,113.253,0.564,4,8,1,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,1968
All I Got,-90.94781,86.45117,99.9518,34.104103,-5.3377347,28.345722,3.429714,21.538073,-4.4731216,16.317781,-1.2535415,15.933795,1.3407649,14.552516,4.793449,11.046914,0.300713,13.295293,3.4467993,11.59936,-0.66748166,12.229471,1.0917652,10.921647,-6.7293005,11.647031,0.23553512,0.40467662,0.597517,0.33691332,0.37787485,0.2598809,0.41432044,0.24295172,0.2670723,0.46070784,0.27335808,0.26501083,0.23239754,0.2923073,0.3577696,0.23464493,0.34942165,0.21394758,0.34328324,0.23209913,0.2346101,0.33895665,0.21130127,0.26728615,Wide-Eyed,Said The Sky,2018-07-20,315724,0,0.158,0.326,0.578,0.00479,0.575,-6.786,0.0455,144.731,0.102,4,2,1,spotify:track:1iaTDu4PCIWQQOwwwqq5qW,2018
ALL MAJOR,-90.87393,92.4435,112.454285,36.250328,24.984743,44.20569,28.590805,20.48206,14.269733,21.466537,1.3485559,18.398088,4.931992,15.688112,1.5000232,13.075392,-6.4683847,11.603997,7.112871,11.011134,-7.39791,11.885049,2.5023096,10.007269,-3.5256963,9.614707,0.470598,0.33101347,0.41893873,0.45231795,0.33053088,0.49987423,0.36442798,0.5801482,0.44117528,0.3318121,0.40944988,0.33316293,0.32622895,0.21669377,0.30121085,0.29592538,0.20745698,0.32376933,0.19145781,0.3238309,0.26116315,0.2080826,0.30740574,0.19947436,4EVER BASED,Nueve Lio,2022-01-14,158913,38,0.516,0.787,0.617,0.0,0.0972,-7.134,0.0615,103.065,0.495,4,5,0,spotify:track:25vrEfbKuLuJHop5mgDqnX,2022
All My Friends,-18.126713,78.560776,88.148605,34.345406,6.323591,19.819437,21.448246,15.82603,8.626872,12.896511,9.055006,12.971887,-1.5160551,10.325925,5.7463474,12.360825,-1.7529703,8.997244,4.871712,10.262405,-2.8304777,8.711338,3.9361322,8.407325,-2.9281065,7.5630107,0.41510674,0.5133764,0.41317403,0.5065037,0.3668432,0.32654062,0.41687068,0.35076284,0.51963466,0.38276774,0.45777833,0.5190138,0.27250323,0.33407846,0.2509349,0.30640224,0.25849798,0.22895217,0.2974472,0.22492178,0.33378604,0.25668517,0.2909094,0.32823357,Good Faith,Madeon,2019-11-15,204613,46,0.025,0.668,0.764,0.0,0.314,-4.277,0.0487,106.036,0.685,4,8,0,spotify:track:3ArdPRbscsYB2uI70AzpuG,2019
All My Life,-41.038174,103.92495,83.35467,36.05085,-16.505217,25.518099,34.3999,13.0281925,9.939079,10.836064,12.585311,9.867957,0.8215576,9.711285,11.823845,7.3671145,7.525156,8.093043,10.888238,8.993719,2.851032,7.225843,7.270823,7.6940312,-1.378477,6.4347224,0.2700253,0.30525872,0.3556682,0.31981182,0.37680736,0.4920418,0.49656054,0.63457894,0.5301313,0.4807496,0.41320136,0.29900566,0.24544714,0.2358339,0.25692844,0.23164868,0.2695193,0.30787742,0.26377428,0.34762266,0.27777368,0.29071426,0.31771672,0.24229938,One By One (Expanded Edition),Foo Fighters,2002-10-22,263440,70,0.000218,0.577,0.604,0.000579,0.477,-5.703,0.0495,167.719,0.637,4,5,1,spotify:track:6tsojOQ5wHaIjKqIryLZK6,2002
ALL MY LOVE,-164.2461,99.669235,132.0643,35.89596,-1.3514906,29.87713,14.8251705,17.361454,3.3534436,13.147877,8.614925,13.302089,-5.7580547,10.621995,0.8211126,10.488196,-2.3785665,9.564774,-2.8859637,9.839191,1.5731311,10.170576,-3.0433207,8.76351,-1.6857066,9.142996,0.26850975,0.3872879,0.37134963,0.30736795,0.45547217,0.26989278,0.27624324,0.22081909,0.32866704,0.4742438,0.31247616,0.33323225,0.2559588,0.32584545,0.3200773,0.24936439,0.35059163,0.23067181,0.29462785,0.2356423,0.28499871,0.3637821,0.26836574,0.33807057,Moon Music,Coldplay,2024-10-04,222647,73,0.592,0.521,0.279,7.19e-05,0.109,-10.279,0.0263,137.848,0.234,4,9,1,spotify:track:6iYxkBHyMpsgVxUgfy5fSx,2024
All Nighter,-59.74293,95.80706,85.75183,41.41658,8.217573,22.899435,18.358912,18.491226,6.7920194,17.447653,12.937658,13.095859,6.2201533,10.396528,8.370286,10.17395,2.7496197,9.726088,5.253622,8.745155,-0.5057132,8.308763,6.8225865,8.562175,1.2182274,8.023057,0.46157083,0.50756174,0.49420482,0.44587168,0.50356424,0.49101883,0.61098963,0.49041986,0.4553468,0.44942996,0.46524894,0.5358291,0.27349055,0.28020275,0.28698328,0.27159107,0.32927632,0.28785303,0.3166239,0.27968827,0.2859985,0.30155677,0.27779955,0.31712404,DRIVE,Tiësto,2023-04-21,134880,63,0.0386,0.756,0.921,0.0546,0.327,-6.196,0.0508,124.981,0.384,4,11,0,spotify:track:3jksOdXCaDXyGiZ7L4YZbp,2023
All Right Now,-163.33199,106.26824,101.96666,37.517776,-13.844158,35.981003,27.211958,18.201508,-0.83447915,15.839118,4.9760013,12.236251,1.979327,10.358933,0.1245815,9.821289,2.9110782,10.145296,-0.26247045,9.943772,-3.1790354,9.146346,-1.2446071,9.590695,-0.24908838,10.13228,0.2853647,0.32194433,0.34537062,0.25746867,0.38345444,0.28974098,0.34625182,0.39990804,0.43209085,0.5883252,0.36298442,0.31767014,0.2812255,0.27825305,0.32701284,0.2172887,0.3133034,0.25599462,0.3128269,0.3347338,0.29022285,0.35474154,0.26492104,0.28758514,Fire And Water,Free,1970-06-26,330643,65,0.221,0.787,0.472,0.000336,0.153,-12.824,0.0832,120.059,0.824,4,2,1,spotify:track:1gcESexgftSuLuML57Y69q,1970
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),-289.22827,122.30885,108.68976,39.43273,14.07622,26.896257,19.088785,16.235983,12.639193,16.561934,4.3399906,11.951471,6.382957,13.022245,2.9224255,9.699171,2.0334508,8.658096,4.240594,9.349928,-2.7083344,8.795491,4.1490326,7.4760823,-0.8406564,7.1598597,0.61364305,0.39582953,0.3969987,0.3354196,0.4343832,0.37392944,0.35956222,0.51082784,0.38943487,0.41080406,0.37024894,0.4893202,0.32616964,0.2388023,0.30041128,0.24009265,0.29880357,0.29149243,0.25540796,0.31848,0.26097813,0.3144106,0.2726405,0.27437854,Red (Taylor's Version),Taylor Swift,2021-11-12,613026,79,0.274,0.631,0.518,0.0,0.088,-8.771,0.0303,93.023,0.205,4,0,1,spotify:track:5enxwA8aAbwZbf5qCHORXi,2021
All Too Well,-99.915726,114.13851,79.638695,25.237865,22.340158,20.59815,38.529236,14.542509,15.030692,10.62493,10.681407,10.369888,12.597077,11.166258,6.6813536,10.868028,4.3397346,9.177703,7.8687935,10.357787,-3.348543,8.640336,4.7295218,8.619101,0.443582,7.775462,0.57123286,0.33917445,0.30103374,0.22895479,0.32711083,0.3461828,0.37955618,0.5458241,0.411555,0.396058,0.31191304,0.4104949,0.36122626,0.22041611,0.2817433,0.18889931,0.2782637,0.3096398,0.25946975,0.34080288,0.2620682,0.32491425,0.24530396,0.2675894,Red (Deluxe Edition),Taylor Swift,2012-10-22,327893,52,0.0382,0.602,0.609,0.0002,0.127,-7.803,0.0243,93.06,0.337,4,0,1,spotify:track:1q3RiD1tIWUpGsNFADMlvl,2012
All You Need To Know (feat. Calle Lehmann),-43.058628,89.28383,71.58936,23.369778,14.97579,18.116104,18.20726,14.052964,11.335779,11.614916,11.087668,11.252109,2.50627,9.105009,11.753475,8.285731,-2.293651,8.24293,7.283017,8.268904,-2.8121917,8.02709,5.137524,7.523791,-0.91110724,7.642616,0.59640133,0.3548897,0.32987338,0.27805626,0.44090703,0.34713915,0.29768822,0.45898786,0.35091713,0.3929123,0.32352537,0.42281392,0.34839037,0.22924109,0.2892777,0.21052828,0.3257447,0.29085934,0.22241966,0.31578568,0.24363874,0.34274566,0.2433843,0.25780487,Gravity,Gryffin,2019-10-24,238337,55,0.00699,0.53,0.729,0.0,0.103,-6.019,0.0376,139.929,0.219,4,0,1,spotify:track:4TIkSdsNSfqpuq6ZYvCjAz,2019
Almost Is Never Enough,-136.09987,95.98213,97.96604,38.96888,-10.739091,21.72317,4.7774105,16.429596,2.2245023,15.197752,-13.775001,15.501273,-3.449642,14.507789,-9.6839,11.879859,-4.0876327,11.111338,3.1207488,12.607443,-21.457354,13.604859,-3.6620383,9.629647,-9.175473,9.095029,0.16918021,0.25835148,0.33501562,0.18236676,0.2880656,0.22340691,0.33192825,0.23923351,0.22753248,0.3929425,0.26323488,0.27152234,0.21071859,0.27766573,0.3618097,0.19487481,0.3356307,0.25728592,0.34486538,0.28827125,0.22625673,0.36295095,0.2541269,0.32171103,Yours Truly,Ariana Grande,2013-01-01,327773,51,0.824,0.323,0.327,0.0,0.101,-7.494,0.0411,81.329,0.335,4,2,1,spotify:track:63bo7NDoWdMFXufhsYOxwG,2013
Aloha,-114.91145,97.1139,112.23349,38.073826,0.7035386,26.065166,15.607444,18.063866,-6.7958007,19.562574,3.9550881,15.145172,-6.063304,13.883663,-2.024346,13.676745,0.77854955,9.404265,-0.61815083,11.194261,-0.13742608,9.347985,3.3607116,10.529906,-1.7479063,11.127372,0.40112078,0.45194015,0.28869784,0.35367873,0.31819233,0.50395554,0.30513933,0.2787201,0.3541846,0.3372464,0.5210889,0.32402068,0.31237772,0.33168277,0.25049016,0.3295775,0.2661263,0.34832257,0.2641741,0.27118054,0.33302855,0.28863534,0.36706838,0.26725462,Panorama,Møme,2016-11-25,218480,57,0.204,0.661,0.635,0.00114,0.186,-7.423,0.0645,99.972,0.365,4,10,0,spotify:track:7IfOWyh4jTfkcGVrXKVNq0,2016
Alone (tofû remix),-51.833904,127.505844,93.81637,47.95394,7.8903494,19.6961,18.55104,16.705015,1.8193854,14.995389,11.525514,11.557051,-3.3934202,11.596233,3.4608061,10.838182,0.5379622,9.843073,2.589458,11.127905,-2.0805798,10.339582,-0.028288044,9.097561,-7.904374,8.534895,0.2829133,0.23130085,0.3193636,0.27786925,0.393618,0.23500858,0.34898263,0.45174518,0.28431746,0.379944,0.25638992,0.47441855,0.2597304,0.21578528,0.30066767,0.20404631,0.33018377,0.17835332,0.29091775,0.3479134,0.2111071,0.3425817,0.17524429,0.3587479,Alone Remixes,ARMNHMR,2018-01-24,236800,28,0.0543,0.449,0.816,0.0,0.0986,-4.115,0.0465,150.012,0.196,4,7,1,spotify:track:2RIyqr2zmI3CZluWnZuAVf,2018
Alone + Easy Target,-28.782602,89.86394,89.905495,17.323448,-13.509224,26.519684,36.891804,12.733214,-5.7284255,13.211763,6.0331182,6.859047,-9.807827,7.9089513,5.109628,6.5466003,-1.9627699,7.4016485,0.19250593,7.4157352,-2.901436,5.572148,-2.1885448,6.662826,-7.9949408,4.912784,0.43447357,0.45010403,0.48137617,0.42471573,0.47665194,0.38562807,0.45196518,0.45038337,0.4495072,0.515338,0.34511438,0.3860377,0.29327574,0.27540717,0.297422,0.24158277,0.29210132,0.23339728,0.2883218,0.28202865,0.2500974,0.30882457,0.20076011,0.27477425,Foo Fighters,Foo Fighters,1995-07-04,245666,46,0.00424,0.226,0.978,1.47e-06,0.109,-7.27,0.107,131.586,0.137,4,7,1,spotify:track:5XUpAb2zC8G404RPkwb09H,1995
Alone - Sullivan King Remix,41.959675,78.439224,60.126686,34.611847,-1.1313331,23.843483,16.078474,14.029723,9.045286,13.011998,8.779454,10.760576,6.321067,9.941486,5.8038554,11.016826,0.19400756,10.475959,7.522623,9.1983185,-0.5527466,8.355498,2.2118897,8.502099,-1.9084916,8.433049,0.38295925,0.5056127,0.37677437,0.37342858,0.44577712,0.41074464,0.56092066,0.4002532,0.45247847,0.48224553,0.41742405,0.44714376,0.24445337,0.32549027,0.26827607,0.27093366,0.31719407,0.27215442,0.32797843,0.28254384,0.32379404,0.33647934,0.28623146,0.31291005,Alone (Sullivan King Remix),Kayzo,2020-01-10,259200,0,0.00237,0.401,0.963,1.74e-05,0.105,-0.263,0.0826,149.961,0.174,4,6,0,spotify:track:1Q3tV9YnDJTY6SbCfZKXZz,2020
Already Know,-28.893744,122.96163,83.36161,44.82553,6.1372237,23.000864,11.125454,22.366587,-0.67973363,12.43125,6.3423834,14.379941,1.1028283,10.5220175,-2.8535414,11.331647,-7.1632786,8.5249605,-2.358061,10.362846,-6.8081236,9.119467,5.6779637,9.493001,1.5756269,12.342494,0.5255801,0.35885513,0.553178,0.325312,0.4467606,0.30861288,0.23833348,0.38425243,0.26709375,0.35642502,0.24014169,0.3063889,0.34117764,0.21087305,0.3763204,0.20956147,0.34478694,0.24861811,0.2090119,0.30635673,0.20804755,0.29763886,0.2153498,0.25789052,Already Know,Adventure Club,2019-08-23,230852,0,0.432,0.468,0.649,0.0,0.105,-2.753,0.0393,140.111,0.272,4,9,0,spotify:track:3HI54kkKSEZO2wp9hV5tgo,2019
alright,-85.70245,83.20386,87.30151,44.786736,-4.365417,28.129175,-4.588501,31.588058,-2.8943136,19.956882,-3.8909976,21.184902,-18.142336,19.911129,-11.975641,18.627117,-11.399497,16.07217,-7.5110188,16.610912,-8.606377,12.136019,-4.750489,12.438822,-3.1577675,11.677326,0.34766206,0.5428987,0.3226172,0.30052492,0.3803913,0.31936193,0.33091646,0.2711088,0.48045805,0.50380695,0.32290262,0.41459975,0.25894865,0.33773813,0.27094162,0.25860795,0.29960448,0.2665461,0.29939488,0.24853462,0.33178934,0.3512385,0.24744572,0.36501083,alright,raph,2023-11-24,132919,53,0.077,0.498,0.617,0.00111,0.265,-8.082,0.0371,172.928,0.362,4,9,1,spotify:track:6s2TBrbs9bTC1faiyww2AN,2023
American Boy,-72.85531,111.0599,92.48245,38.994267,9.832888,26.962357,29.607069,23.305208,8.447029,16.866987,6.708345,16.837906,8.364553,13.101121,3.2718463,13.088242,-2.2591496,12.072222,8.602824,12.821632,-4.9305596,11.3523,2.1820405,9.247126,-1.8222964,9.093033,0.32779872,0.25431693,0.26931167,0.330056,0.4827458,0.41439658,0.3951793,0.38065124,0.33445382,0.3561002,0.3356297,0.42117882,0.29585242,0.25079814,0.2635924,0.2791173,0.3558493,0.33087152,0.33808696,0.33225515,0.3008663,0.3432846,0.28649136,0.32613873,Shine,Estelle,2008-03-28,284733,77,0.171,0.693,0.729,0.0,0.07,-2.99,0.378,117.848,0.521,4,0,1,spotify:track:6etwirSInfuJrSOlogS6Sh,2008
American Idiot,20.746561,74.16464,76.343544,19.530619,-20.596712,20.452354,31.128147,15.553749,4.929107,10.635692,17.187313,10.9634695,-0.58733547,8.609201,9.102511,8.244686,6.4629416,6.388843,7.121741,6.560797,2.3898606,6.5796676,7.22862,6.0523753,-2.102514,5.561403,0.45819762,0.49709392,0.4658993,0.5851195,0.47459805,0.4466205,0.4234534,0.54524446,0.67096263,0.5155518,0.428204,0.37207937,0.24901979,0.27845958,0.24274726,0.282011,0.2528004,0.27136642,0.24387807,0.2656574,0.30054405,0.27059722,0.2657153,0.22051924,American Idiot,Green Day,2004-09-21,176346,79,2.64e-05,0.38,0.988,7.86e-05,0.368,-2.042,0.0639,186.113,0.769,4,1,1,spotify:track:6nTiIhLmQ3FWhvrGafw2zj,2004
"American Woman - 7"" Single Version",-61.682262,75.35747,111.491806,26.298553,-14.895804,20.21369,41.013813,13.855446,8.962351,10.093769,7.078251,9.233003,2.2906075,8.291825,8.176514,7.542634,0.7847403,6.9172487,6.055535,6.8038654,-2.4517918,6.7520823,-0.80721265,6.9129725,-3.859595,6.3880177,0.30317858,0.26086757,0.4081628,0.4596151,0.6311886,0.5121716,0.31595346,0.29807758,0.38097954,0.3098177,0.26305035,0.40944815,0.2359805,0.23195875,0.30680436,0.2575983,0.32872927,0.28704002,0.21122964,0.26915443,0.30605718,0.26943994,0.25172317,0.32137194,American Woman (Expanded Edition),The Guess Who,1970-01-01,231640,51,0.0424,0.538,0.841,0.00177,0.312,-7.547,0.0375,93.077,0.881,4,9,1,spotify:track:0emHuukZSuaOzOlsAWHj2W,1970
Amsterdam,-58.661278,104.38032,81.6351,26.250727,12.188612,24.311665,31.064453,13.4126005,9.3559675,11.537092,12.184147,9.835835,1.8050731,8.007481,7.1974373,7.239352,0.6033809,7.2280397,2.877557,7.737038,-1.5666564,7.3559723,4.4310427,7.265504,-2.688327,6.6147084,0.29192474,0.30465153,0.26411912,0.47557446,0.5039613,0.3475612,0.35838407,0.36019906,0.6435747,0.38996598,0.34063798,0.45849922,0.21810871,0.26224688,0.194064,0.2784597,0.31417495,0.23843102,0.29883236,0.22101234,0.33814356,0.26785082,0.2452276,0.32614195,Night Visions,Imagine Dragons,2012-09-04,241426,45,0.00852,0.517,0.768,8.4e-06,0.136,-4.961,0.0363,115.002,0.206,4,9,1,spotify:track:46bkeaB7DA45q7PdKWLFkR,2012
And This Is Just The Intro (Live),-200.41885,95.28178,78.385,44.936417,30.09541,28.496527,33.832867,26.573261,20.442638,19.823767,3.8837266,15.320861,-4.433522,16.302961,1.38,14.434056,-2.3250117,13.641478,12.774282,16.727028,-6.8879275,12.580741,-1.1080064,12.703768,-1.8146137,12.4725895,0.38071272,0.4050866,0.40479928,0.42363247,0.39793974,0.500781,0.42075437,0.39867997,0.34296137,0.34316865,0.39139023,0.29540148,0.31621495,0.3037302,0.3015295,0.33924124,0.3105838,0.3731576,0.3126746,0.30687317,0.29610798,0.27383748,0.3183458,0.23108074,PLAYBOY Live,Tory Lanez,2021-05-07,403264,46,0.0593,0.601,0.384,0.0,0.167,-12.795,0.488,113.238,0.114,3,10,0,spotify:track:27pdZVcxywmfewrks4GvCD,2021
Angel 2 Me,-226.36908,108.5157,132.96718,50.931534,54.923492,29.632395,37.541405,16.224546,13.430884,15.754343,9.238776,14.815393,-1.8204055,11.76825,0.47235197,11.983242,-2.5908866,13.01972,-1.4374883,13.322268,-7.6848917,11.639725,-7.0978756,10.747667,-9.837347,10.613557,0.35604215,0.27268192,0.3653171,0.3581112,0.31923646,0.42200616,0.38495615,0.4885972,0.4278118,0.33071524,0.44707125,0.32778567,0.32189497,0.20721734,0.30399862,0.30319032,0.26717538,0.35420218,0.2830208,0.3375326,0.33206856,0.25339538,0.36031953,0.2335269,Angel 2 Me,McKay,2015-02-06,210163,50,0.655,0.636,0.522,0.0,0.124,-5.687,0.127,83.048,0.654,4,3,1,spotify:track:1ThCQHxG7leBTDgPW2xQLZ,2015
Animal I Have Become,-3.3556972,95.44306,86.63349,35.842247,-3.9582999,19.338175,35.453106,14.377248,6.652465,11.948928,14.175503,9.120036,-0.56558406,8.23431,4.6586576,6.241897,3.6952107,6.5638866,4.5278916,6.793307,2.6022048,6.922901,5.50389,6.315846,-4.86533,7.1991835,0.4326774,0.34884402,0.4913845,0.48192516,0.3941826,0.3813458,0.42776236,0.61962605,0.43066162,0.38334596,0.3982818,0.36619425,0.31369314,0.2251753,0.29449233,0.28124422,0.24714202,0.26153225,0.2485816,0.32556275,0.27748314,0.250961,0.28239822,0.22828527,One-X,Three Days Grace,2006-06-25,231400,77,0.000684,0.553,0.853,0.0,0.126,-3.668,0.0339,122.023,0.506,4,8,1,spotify:track:56sk7jBpZV0CD31G9hEU3b,2006
Animals,-51.984623,86.89086,73.20747,27.288805,-0.20615989,21.765686,29.03749,15.965236,5.046362,11.704996,13.453705,10.278719,1.8598064,8.641867,8.968514,8.081601,2.8566215,7.658565,8.289818,8.691202,2.962695,8.459188,4.827923,9.037724,1.8814479,7.6585097,0.45513958,0.40690595,0.43283442,0.40834513,0.5538364,0.3810333,0.4567478,0.4595214,0.37989864,0.37765962,0.40454116,0.56699765,0.31796098,0.2730946,0.28649706,0.24267565,0.34132418,0.26966843,0.32485098,0.31716293,0.27331126,0.29254895,0.25746933,0.3314324,V,Maroon 5,2014-09-02,231013,79,0.000185,0.279,0.742,0.0,0.593,-6.46,0.0898,189.868,0.328,4,4,0,spotify:track:2bL2gyO6kBdLkNSkxXNh6x,2014
Another Me (with Dylan Matthew),-2.2344272,119.85227,58.949463,38.175186,-10.919553,20.630354,14.861486,15.706678,4.0651007,10.955662,9.588239,8.873516,-4.9410124,11.331034,4.2525735,9.046804,1.2793374,8.111893,4.0596294,8.17047,0.23030005,8.513255,5.5029674,7.5695105,1.5337112,7.9561834,0.47270203,0.39454755,0.5801435,0.40234557,0.37250382,0.39843538,0.34187862,0.4590655,0.35343736,0.43678972,0.5033293,0.38312078,0.32139552,0.24643213,0.33872065,0.28596523,0.2833895,0.3074437,0.25088406,0.32529324,0.283132,0.29981267,0.32049865,0.24151194,Another Me (with Dylan Matthew),Seven Lions,2019-08-30,208052,50,0.0168,0.453,0.894,0.0,0.15,-3.493,0.0544,75.063,0.297,4,0,0,spotify:track:6sLohu3lQbmMhYVnb6OTvw,2019
Anything,-87.51779,131.51036,98.01772,43.30521,1.7152342,37.20032,19.95252,21.12489,12.400041,16.299086,10.746408,15.615119,4.6697598,11.878428,7.480781,12.104014,-1.5745965,11.681265,6.2483187,11.474083,-3.1888812,11.6995325,2.9055622,9.249876,0.6539095,9.340576,0.5268088,0.31501773,0.33217508,0.331127,0.38578865,0.56280774,0.41833007,0.47208318,0.4488893,0.36170104,0.28780344,0.33434877,0.36311603,0.22919285,0.2830009,0.27769488,0.26452762,0.37910172,0.2745322,0.3382489,0.33490106,0.28927386,0.26841307,0.24401906,Anything,Alison Wonderland,2020-11-13,226000,47,0.184,0.768,0.908,0.546,0.0583,-5.014,0.0486,120.042,0.423,4,5,0,spotify:track:48fPdAwGVoSkGK8GSez9yx,2020
AP - Music from the film Boogie,-96.56068,124.78963,64.12683,40.29259,27.470646,31.757793,9.536666,19.723864,-3.201555,20.12436,11.435062,17.62062,2.6728814,15.5647545,12.630274,15.116205,-4.879683,12.810986,-4.468745,12.015348,4.4422073,12.466492,4.7106795,9.373981,0.6355687,9.678168,0.4006921,0.40410691,0.40124288,0.49161264,0.47600296,0.41799402,0.39079922,0.4329992,0.62806547,0.62221825,0.4504497,0.39780936,0.28714058,0.27512246,0.27573094,0.30854627,0.30318254,0.29566562,0.2618226,0.26289642,0.29859066,0.33777586,0.28951916,0.2884688,AP (Music from the film Boogie),Pop Smoke,2021-02-26,171891,57,0.152,0.751,0.744,0.000568,0.252,-6.859,0.177,148.014,0.634,4,1,1,spotify:track:17vGPZ5EsdvtgAOCD4FLWI,2021
