Song Name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,mfccs_mean_0,mfccs_std_0,mfccs_mean_1,mfccs_std_1,mfccs_mean_2,mfccs_std_2,mfccs_mean_3,mfccs_std_3,mfccs_mean_4,mfccs_std_4,mfccs_mean_5,mfccs_std_5,mfccs_mean_6,mfccs_std_6,mfccs_mean_7,mfccs_std_7,mfccs_mean_8,mfccs_std_8,mfccs_mean_9,mfccs_std_9,mfccs_mean_10,mfccs_std_10,mfccs_mean_11,mfccs_std_11,mfccs_mean_12,mfccs_std_12
Lord Pretty Flacko Jodye 2 (LPFJ2),AT.LONG.LAST.A$AP,A$AP Rocky,5/26/2015,126960,74,0.0123,0.485,0.72,0.0,0.0546,-5.991,0.127,207.982,0.0471,4,6,1,spotify:track:1j6kDJttn6wbVyMaM42Nxm,2015,0.36799085,0.37000847,0.44761488,0.5308091,0.4581857,0.46561334,0.47264993,0.44942683,0.5144861,0.5248957,0.54706794,0.44856307,0.27154374,0.2730469,0.29330483,0.33023337,0.29625908,0.29769707,0.31348854,0.2971793,0.3156193,0.29706812,0.31343597,0.30737346,-133.42343,141.39406,70.2525,38.783855,5.226404,21.710999,15.078958,17.9078,13.432581,17.339413,13.078675,14.678547,5.837068,11.931001,13.868813,11.329718,0.60714513,10.944917,7.726735,9.746866,4.17055,11.512877,8.151152,9.347467,3.2993565,8.012773
Lose Control,Lose Control,James Hype,5/12/2023,173437,68,0.0338,0.714,0.936,0.0239,0.244,-3.693,0.0426,128.011,0.243,4,9,1,spotify:track:3DLWVhaowApIGw1JnJj6GS,2023,0.33899075,0.39071077,0.38999668,0.4516599,0.65117514,0.48074022,0.47479597,0.45416668,0.4747388,0.5034023,0.46089044,0.45459923,0.25059927,0.29080048,0.2760713,0.24752358,0.32648107,0.26209354,0.31706494,0.3194817,0.33375862,0.3418613,0.28910896,0.30135867,-27.62927,62.133835,75.2131,31.738064,-0.6902761,28.551317,13.965455,15.834761,-0.3587315,14.569476,11.808974,13.408128,-0.34735617,11.986409,3.5795152,12.3409605,-0.8572449,10.033745,6.9031253,9.103048,0.13581397,9.230676,9.463114,9.20922,-0.6487722,8.463369
Losing Control,Losing Control,Odd Mob,9/15/2023,165335,59,0.0493,0.711,0.748,0.765,0.316,-6.524,0.0521,134.014,0.254,4,0,1,spotify:track:4LwxeWSBu0LQtEyGLb6FVP,2023,0.48145348,0.534676,0.49507877,0.43719238,0.40872523,0.44858086,0.53131825,0.52538234,0.45611954,0.43014622,0.48517114,0.4835552,0.28447685,0.31659365,0.29121128,0.28958327,0.29776222,0.3118802,0.30112863,0.3033827,0.31348646,0.32621357,0.31675655,0.2926837,-68.87533,89.28084,112.27987,53.59566,-12.920416,31.702766,19.017038,21.470266,-5.901989,17.83993,6.079225,16.809647,-5.980554,17.055788,-0.7473474,14.352919,-7.5509973,11.963604,0.24057038,11.212543,-4.075382,10.420843,4.965059,8.727832,-1.6608715,9.5727
Lost,Lost,RSCL,11/4/2022,153182,73,0.00185,0.672,0.868,0.492,0.244,-6.525,0.0412,126.03,0.491,4,11,0,spotify:track:5XFktAerFHxM4tp7EhzTrh,2022,0.39522386,0.47017157,0.4949339,0.4027362,0.41092777,0.45817253,0.64805365,0.5558585,0.4253014,0.39405528,0.3999762,0.49063724,0.27528033,0.28112116,0.31732893,0.26991364,0.30903956,0.29675058,0.31502697,0.30308738,0.29012677,0.2944487,0.26333696,0.3210207,-64.97427,94.79547,80.74669,37.978996,12.873526,32.10736,14.347863,16.606281,5.321996,15.71885,7.387884,15.320055,1.9007376,12.425648,8.86719,11.922044,2.6473916,11.723251,3.8422332,10.624313,-4.8458166,10.652402,2.1080117,9.03882,-1.6503074,8.798266
LOT OF ME,We Love You Tecca 2,Lil Tecca,8/27/2021,123870,78,0.223,0.704,0.537,0.0,0.122,-8.565,0.302,77.444,0.7,4,0,1,spotify:track:2ZXxRC6V6AXzMdbLQZMHSB,2021,0.44994193,0.31737584,0.39638025,0.34922355,0.5080253,0.49802208,0.37147084,0.39556283,0.39502245,0.48223805,0.33114308,0.46790951,0.3008488,0.21163021,0.30579904,0.23074253,0.3111529,0.32316518,0.25462982,0.30272573,0.26008335,0.31880182,0.22512062,0.30765682,-89.82778,87.764015,86.80104,41.73684,3.0664904,36.14494,12.435787,21.013664,1.4071887,17.045324,-5.768105,17.182112,-3.2345288,15.416284,6.665507,13.888464,-9.363444,13.453127,9.895845,10.928541,-5.3005857,10.466408,4.8869157,10.925986,-1.2576653,9.566188
Love Affair,Love Language,UMI,10/30/2019,190960,60,0.129,0.613,0.488,2.13e-05,0.335,-7.37,0.0964,172.076,0.183,4,8,1,spotify:track:4ZaRg5Sf4TKr0YcFRLh7QJ,2019,0.35524672,0.29474792,0.40822423,0.508742,0.38978806,0.43187675,0.3125117,0.4729424,0.39864317,0.27822268,0.3283473,0.26516974,0.32605165,0.248523,0.3065231,0.3350974,0.2961006,0.3537742,0.22419186,0.3189283,0.31335008,0.24030916,0.30257064,0.22198153,-108.70209,81.001465,127.914566,41.104126,29.551313,36.55273,15.55536,19.155188,10.89416,12.491177,-2.5695643,15.604131,2.1742682,12.369754,-1.3032229,12.309958,-2.8840795,10.128209,5.873096,12.828152,-6.605225,9.447244,-0.5841703,8.843012,-4.2702885,8.3249035
Lovers In A Past Life (with Rag'n'Bone Man),Lovers In A Past Life (with Rag'n'Bone Man),Calvin Harris,2/16/2024,160650,65,0.0713,0.752,0.793,1.71e-05,0.135,-3.871,0.0423,129.992,0.725,4,9,0,spotify:track:6v4ABPB255HDSWyIj3S9Wn,2024,0.36710864,0.37988007,0.605222,0.48241878,0.40361318,0.49513918,0.43593162,0.51157445,0.43998066,0.54123026,0.51462483,0.3599309,0.2952429,0.2617985,0.32613924,0.28228942,0.2662479,0.31951126,0.25060332,0.322475,0.29607573,0.3269887,0.3021158,0.26537406,-72.16487,99.374596,93.00266,37.49309,-4.936934,26.139841,21.699247,19.735573,8.989893,17.309761,13.622315,15.334164,-6.3057117,14.81362,3.085614,14.708152,-3.5409772,11.799126,2.3968964,11.13604,-3.7764246,11.195717,2.750362,10.530637,-4.2304897,9.474047
Lovin On Me,Lovin On Me,Jack Harlow,11/10/2023,138411,81,0.0026,0.943,0.558,2.19e-06,0.0937,-4.911,0.0568,104.983,0.606,4,2,1,spotify:track:4xhsWYTOGcal8zt0J161CU,2023,0.67732185,0.63773113,0.62993807,0.6216987,0.47158006,0.32098636,0.29225346,0.31157833,0.3425483,0.38274536,0.4646655,0.5791327,0.2990557,0.2798888,0.28875166,0.29410642,0.26774958,0.26869506,0.2730737,0.2703848,0.2813877,0.28733197,0.26200837,0.26237497,-65.94235,96.980125,60.764137,43.106133,5.814163,31.202162,28.753345,25.830887,15.86855,18.509909,7.074441,18.64303,7.0897045,14.322489,5.4773884,13.082647,-4.994471,12.367894,5.8325334,10.482594,-1.1743827,11.0504675,7.3432817,8.863325,1.586139,8.437236
Loyal (feat. Lil Wayne & Tyga),X (Expanded Edition),Chris Brown,9/16/2014,264946,74,0.0168,0.841,0.522,1.37e-06,0.188,-5.963,0.049,99.059,0.616,4,10,0,spotify:track:5BrTUo0xP1wKXLJWUaGFtk,2014,0.4859892,0.55626744,0.49472284,0.48902822,0.39952782,0.41317236,0.44983685,0.33210987,0.3953474,0.38897145,0.47446156,0.46884096,0.3340976,0.30669597,0.3061375,0.35903305,0.3103171,0.2982681,0.31018364,0.22986381,0.30408695,0.27467433,0.3034239,0.3126179,-146.1013,104.00588,89.67208,41.965733,11.95206,27.274633,14.625659,20.279507,7.5403504,16.332838,-0.63749915,17.375912,3.0121748,14.803802,5.4372983,12.055146,-0.6025217,12.027972,10.192238,11.753162,1.6583767,11.465644,6.9869323,9.660039,0.92867607,9.937954
LUNCH,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,179586,88,0.0452,0.893,0.4,0.0823,0.0632,-7.981,0.0643,124.987,0.945,4,11,0,spotify:track:629DixmZGHc7ILtEntuiWE,2024,0.4497583,0.4045738,0.4279863,0.36555737,0.43286708,0.3540666,0.34493595,0.30546,0.3227461,0.3829246,0.4225607,0.51283795,0.33075622,0.2923681,0.3290309,0.26923618,0.35923308,0.29131624,0.2962378,0.27421078,0.28830853,0.3164938,0.31125334,0.34936813,-135.84978,103.65542,109.249016,40.752197,3.3173778,25.593891,25.878576,17.998766,7.375586,13.255905,13.461921,13.522456,2.0874898,10.989325,5.276607,12.731482,6.893359,9.8520975,6.754112,10.297401,2.263253,8.872274,7.3681393,9.012319,-2.351713,9.009513
Lying To You,All For You,Amaria,4/28/2023,238571,48,0.252,0.727,0.456,0.121,0.0884,-9.324,0.0564,84.018,0.783,4,10,0,spotify:track:67ngp6fHtPNrUGuGu4cvcm,2023,0.50085133,0.4063848,0.2798204,0.3075409,0.31303626,0.3847231,0.36805645,0.49525118,0.41761595,0.35711133,0.46087524,0.41252258,0.3576702,0.3122734,0.22932985,0.27724686,0.26265392,0.33493355,0.2717914,0.3421594,0.28680098,0.27107123,0.34728187,0.29537904,-138.29324,94.578476,96.52122,39.269283,35.334408,24.590658,20.092785,19.09913,13.452879,12.661759,10.063165,13.730699,3.7624862,10.920732,6.159231,12.236566,2.0498974,9.880916,2.036197,9.642871,-6.7407846,10.006847,-4.032584,8.59526,-4.480203,9.008206
MADE UP YOUR MIND,MADE UP YOUR MIND,Gun Boi Kaz,8/23/2024,164307,42,0.125,0.812,0.353,0.000139,0.106,-12.023,0.0775,129.956,0.953,4,9,1,spotify:track:2kTQ8rRufN5BjtfVh2O7VU,2024,0.35801393,0.38904682,0.32989755,0.35534343,0.345831,0.31605285,0.35366565,0.3760896,0.60019666,0.47277215,0.33463395,0.36669737,0.3251361,0.3401195,0.27354467,0.27769783,0.31765816,0.27777448,0.30510598,0.23601328,0.35638106,0.32912445,0.26040754,0.3150656,-142.49442,108.32382,90.573166,42.226204,17.98589,25.898384,21.929016,19.135311,6.570829,14.655692,10.688708,12.588388,4.897271,11.77604,9.514137,9.786077,-2.7558067,10.630614,10.020333,10.121264,-2.8387296,9.587137,0.58591,8.222266,-3.3950138,7.7446284
Magic,The Chaos Chapter: FREEZE,TOMORROW X TOGETHER,5/31/2021,159749,56,0.00303,0.654,0.88,0.0,0.32,-4.819,0.413,108.236,0.51,4,8,1,spotify:track:4Wh5WGtov1VJ6EJ8OQgNeS,2021,0.5007388,0.42677173,0.43624893,0.47369105,0.35190594,0.38917878,0.3234723,0.40380993,0.4251732,0.38523877,0.5021239,0.40411994,0.34057912,0.3058063,0.30325738,0.33517733,0.2575866,0.30000106,0.2500669,0.2970505,0.32889822,0.28246018,0.35348183,0.2717342,-47.184475,129.92068,36.165047,27.90463,13.0625515,22.9043,19.335644,18.071115,6.394593,13.91222,10.00505,12.649887,-2.2486296,12.645681,10.878199,10.6759405,0.93334323,10.799308,8.030505,10.651066,0.6262198,8.538607,3.3018107,8.683061,1.1866506,8.030659
Make It Happen - Dom Dolla Remix,Surrender (Remixes),RÜFÜS DU SOL,8/12/2022,267168,49,0.00202,0.636,0.853,0.39,0.231,-8.321,0.0431,128.005,0.241,4,4,0,spotify:track:3zSjRyDLwVWIZXEFZB6nUF,2022,0.48692366,0.34322217,0.34204292,0.36888894,0.54504293,0.42661116,0.4194283,0.5870943,0.5692467,0.57497877,0.44142014,0.4307659,0.341737,0.265283,0.27780086,0.2552456,0.3343908,0.30087292,0.26522183,0.31219703,0.32135877,0.36916855,0.28405052,0.27223536,-79.837204,86.03385,89.06244,44.445763,10.693158,37.084675,11.843942,21.17727,5.842022,17.183006,13.054148,15.822893,-1.6720997,14.827254,8.08794,13.248949,-2.9131997,13.287843,7.0329523,11.143019,2.2699633,10.169672,7.288805,9.923721,0.19141953,10.336538
Make Me Feel,Make Me Feel,John Summit,3/26/2021,201904,60,0.0251,0.767,0.669,0.833,0.117,-9.151,0.0449,126.013,0.435,4,2,1,spotify:track:0RoGOiZUCQyqAZSPBSk75T,2021,0.5768581,0.53061867,0.6744037,0.5603128,0.33476663,0.28215718,0.3171368,0.34445512,0.33026615,0.37048265,0.38350224,0.4534911,0.34456557,0.23678559,0.30619115,0.29002202,0.23408124,0.25558433,0.2809229,0.30914545,0.303586,0.2931634,0.26930803,0.2791669,-99.10456,86.03051,53.07601,36.88502,33.07529,28.246,29.177166,21.010199,16.430923,17.676682,16.755074,17.780312,4.986866,14.883815,7.8114696,12.891011,1.9316914,12.131298,7.321747,10.567803,1.2560862,9.616604,3.5224802,8.862139,-1.0750358,8.086894
Malibu (feat. Polo G),Culture III,Migos,6/11/2021,248651,50,0.514,0.831,0.719,0.0,0.0675,-6.836,0.235,155.038,0.859,4,10,1,spotify:track:3v1zVVdzNVNt7vmI9VG2gq,2021,0.48371875,0.35418126,0.325215,0.40557787,0.46118006,0.5817365,0.43369043,0.40246361,0.37174457,0.3455647,0.3446473,0.36419594,0.338146,0.29262698,0.28683645,0.32572156,0.3144389,0.35830423,0.32005697,0.3150738,0.32003024,0.30321357,0.3043423,0.29356635,-97.38084,67.82023,100.82071,43.31662,-12.459812,31.074566,11.485185,22.536524,-6.6886163,21.593906,-1.6611423,18.981585,-13.683298,16.94346,-5.518299,16.351631,-9.807826,14.408996,-7.3076673,13.133991,-6.4553914,13.628454,-3.6937177,10.551486,-6.24984,10.910271
Mama's Glizzy,Pandemic,Comethazine,3/27/2020,96000,25,0.0488,0.867,0.505,6.4e-06,0.125,-8.587,0.339,149.962,0.71,4,11,1,spotify:track:4V1UbYxNelDGvwcbMyIgeS,2020,0.51604396,0.48154074,0.5004598,0.57328916,0.60864514,0.6031218,0.51707494,0.4347739,0.38567144,0.39094007,0.4654195,0.5657837,0.29841673,0.26789868,0.24809094,0.2712599,0.2990702,0.3551419,0.32325473,0.26950806,0.24674262,0.24440448,0.23989682,0.27587417,-124.113625,106.68283,70.60869,38.22562,37.45966,32.55461,12.321349,23.611929,15.256117,16.834576,12.744018,18.064848,1.8296511,12.195623,16.321047,13.090934,-9.249747,10.292326,5.243358,11.517802,-2.4111001,8.876401,5.766115,9.763327,1.1603653,9.1554785
Mannequin Challenge (feat. Juice WRLD),So Much Fun,Young Thug,8/16/2019,162400,57,0.0899,0.857,0.583,0.0,0.204,-7.466,0.086,132.01,0.443,4,1,0,spotify:track:5TnLXSd4h6G06Fbt2ApOpa,2019,0.49441943,0.52431244,0.40817672,0.48486438,0.46968475,0.4180923,0.44835043,0.46404675,0.57608104,0.55336225,0.50042886,0.52305084,0.27337667,0.30733,0.23639688,0.27344623,0.27490067,0.2741555,0.29361796,0.25637674,0.32229885,0.3257864,0.2560875,0.29285273,-92.99587,85.09823,84.69824,37.14453,11.963402,30.99393,23.154434,18.200575,14.17608,17.864653,13.359766,16.582232,1.7520996,14.566347,11.041574,12.479435,-2.56874,12.924452,5.713674,10.050927,3.5521212,10.998303,6.4264574,10.33781,1.0996836,9.794614
Mary Jane (All Night Long),My Life,Mary J. Blige,1/1/1994,279240,62,0.127,0.784,0.298,3.27e-05,0.0678,-9.549,0.0543,87.172,0.845,4,5,0,spotify:track:2zwmugV2IbUwKq5JgOWEpv,1994,0.42358366,0.3148826,0.31636062,0.33829927,0.26600945,0.34488165,0.3540132,0.53706044,0.39754578,0.3063471,0.45477077,0.34412378,0.35738236,0.28513083,0.27561113,0.29999673,0.24174218,0.30227095,0.2606668,0.34553984,0.30142146,0.2328163,0.3630606,0.26117492,-149.56602,105.2871,76.45806,41.40363,21.51519,24.809374,23.904314,18.378454,10.056269,14.043758,6.6888175,15.210831,7.993096,12.521234,0.87234265,12.948917,-1.1720366,10.826385,4.4466133,10.738306,-9.5490265,10.675816,-4.237551,10.077881,-7.0976853,9.7822895
Mary Jane's Last Dance,Greatest Hits,Tom Petty and the Heartbreakers,5/20/2008,273600,73,0.0276,0.464,0.654,1.34e-06,0.328,-9.058,0.0608,169.512,0.53,4,7,0,spotify:track:3dmqIB2Qxe2XZobw9gXxJ6,2008,0.3341173,0.34191087,0.40966374,0.29792008,0.48203555,0.2562964,0.32822824,0.40584195,0.3442912,0.4950857,0.32740426,0.39370012,0.27376893,0.2611829,0.32830226,0.19535208,0.3372708,0.20994413,0.28862095,0.3146893,0.23638494,0.34466204,0.23743407,0.29288188,-80.828285,94.14718,78.749466,26.707502,-12.306999,27.749428,24.055794,14.040534,4.193952,12.6939125,11.975432,9.284765,-5.246763,10.021431,-0.4046643,9.726136,-1.7885673,7.8604054,-0.21433078,7.1522784,0.21705773,7.6121893,3.5220022,6.9365945,-0.019093858,6.3955984
Master of Puppets (Remastered),Master of Puppets (Remastered Deluxe Box Set),Metallica,3/3/1986,515386,70,0.00067,0.539,0.828,0.421,0.154,-9.108,0.035,105.25,0.562,4,4,0,spotify:track:54bm2e3tk8cliUz3VSdCPZ,1986,0.41275525,0.40613914,0.44488078,0.5016502,0.6585175,0.54997075,0.46291935,0.4190125,0.35996175,0.36345145,0.3641249,0.4091617,0.29509497,0.26708463,0.27249545,0.2526456,0.3128239,0.28435183,0.29126978,0.29225966,0.23670511,0.26042694,0.24538,0.27978027,-69.473335,80.60386,49.402424,26.18935,-6.281087,19.172426,51.464867,19.230194,7.6984954,9.910534,16.361372,10.23203,5.688173,8.612355,12.160353,7.7524085,-3.898661,7.08395,3.0615637,8.062008,1.5128204,6.4371934,2.4349566,6.4429216,-4.1886334,6.480059
Meet Me in Amsterdam,Meet Me in Amsterdam,RINI,10/24/2018,301448,56,0.281,0.62,0.265,1.02e-05,0.114,-10.409,0.0345,106.022,0.169,3,9,0,spotify:track:0tAdX9n0DuQC5XHmwn5ufT,2018,0.4145176,0.29735664,0.37794247,0.35584703,0.454326,0.3080243,0.18192571,0.26565793,0.28608832,0.35222113,0.28481206,0.3622995,0.33150673,0.24855459,0.37432796,0.30140856,0.35677806,0.30190438,0.17667533,0.2803657,0.2983744,0.359892,0.28408888,0.29638904,-170.0717,111.65334,106.53037,37.349422,14.547007,25.638811,24.11812,20.038738,18.652845,16.099346,0.9734595,17.836773,1.7852492,18.121065,4.9163423,13.624166,-5.1619887,12.231627,6.6741705,13.325099,-3.816928,10.929085,1.0789725,11.315213,-3.9139001,8.977738
Memories,Memories,Eden Prince,6/26/2020,149395,61,0.161,0.909,0.651,0.0437,0.0923,-5.672,0.105,124.026,0.895,4,11,0,spotify:track:6j4j6iRR0Ema531o5Yxr2T,2020,0.47933164,0.4167314,0.42402518,0.479904,0.51312053,0.4414076,0.5049684,0.53234786,0.62754685,0.7248691,0.6191392,0.56632924,0.2963325,0.2628121,0.27619094,0.27027693,0.29406038,0.26387414,0.27912313,0.26150602,0.28210256,0.29047012,0.238747,0.27353686,-12.319772,80.62917,39.359062,39.501564,6.6278176,28.897959,19.922615,18.026535,2.3014545,17.019718,10.853035,14.382615,-0.6139309,14.143062,6.7684097,12.670134,-4.1622014,12.267966,4.8317266,10.177347,-4.4940767,10.030236,0.46361187,8.404816,-2.1161528,9.272433
Message In A Bottle,Reggatta De Blanc - Remastered 2003,The Police,10/2/1979,290280,75,0.0338,0.577,0.808,1.33e-05,0.221,-7.04,0.039,151.008,0.869,4,1,0,spotify:track:1oYYd2gnWZYrt89EBXdFiO,1979,0.38468596,0.5209091,0.3397635,0.40919256,0.43407992,0.3316934,0.374047,0.36128446,0.52731264,0.43403035,0.34844863,0.4039817,0.2440219,0.3423475,0.24084315,0.28763002,0.29893807,0.23271154,0.30428234,0.24418525,0.3188789,0.32128173,0.24929747,0.30285653,-76.62672,94.52128,91.42314,32.218014,-11.754297,22.65681,22.19015,14.20555,5.9370456,13.053786,5.5003967,9.610826,0.6238903,9.784709,8.216712,7.792723,-2.1892915,7.85123,6.3167715,6.8778014,0.9580179,6.715744,3.3680172,6.3775325,-4.569248,6.380306
MIDDLE CHILD,MIDDLE CHILD,J. Cole,1/23/2019,213593,78,0.149,0.837,0.364,0.0,0.271,-11.713,0.276,123.984,0.463,4,8,1,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,2019,0.52061886,0.47920784,0.551201,0.51527154,0.44357395,0.46757513,0.46177375,0.52522,0.4070031,0.43522972,0.47879887,0.4864913,0.36536315,0.33759117,0.32074377,0.31101647,0.29617772,0.32793257,0.2928045,0.33500955,0.27697223,0.30549648,0.3186978,0.32920936,-176.3925,105.12028,78.86323,42.35236,23.355947,34.07331,11.43413,21.885578,13.951626,20.23744,12.923754,18.622164,-6.060557,16.570059,7.2252355,17.566204,-9.581342,12.742489,5.403696,14.343471,-6.2679796,14.505848,8.468571,11.604215,6.8152337,10.08203
Million Voices - Radio Edit,Million Voices,Otto Knows,1/1/2012,192866,65,0.0022,0.582,0.894,0.0223,0.0664,-6.298,0.041,125.946,0.0694,4,8,1,spotify:track:0MOiv7WTXCqvm89lVCf9C8,2012,0.39712608,0.35605183,0.5385329,0.6815273,0.4071791,0.26179576,0.3391772,0.6004373,0.43203846,0.44566718,0.58328545,0.37326294,0.29477602,0.18731812,0.2633531,0.29523715,0.23434468,0.18336351,0.20993836,0.29244357,0.3018199,0.27917233,0.29384613,0.21905698,-26.13308,111.20495,57.763138,31.65391,-2.8458276,22.519402,19.009413,16.085842,3.425393,14.498589,8.7455225,15.0804405,0.78284097,10.457025,-5.496853,10.225952,1.3774655,8.366312,-2.300438,8.696241,-1.1907703,9.473699,4.7513857,8.375764,-3.9109073,6.150494
Millions,So Much Fun (Deluxe),Young Thug,12/20/2019,157520,55,0.00236,0.942,0.531,0.000106,0.0812,-7.51,0.215,99.027,0.74,4,1,1,spotify:track:43YQDj1KOPMFAUcTEPKy4p,2019,0.42567196,0.3975689,0.44445264,0.5502295,0.52182305,0.50418013,0.4855115,0.5884796,0.69957256,0.63998497,0.56028336,0.4756807,0.23734811,0.23930588,0.28086364,0.3070155,0.2877953,0.3021287,0.23337421,0.24786642,0.3017655,0.32629123,0.26614633,0.22487912,-117.44975,95.03437,79.22173,40.533882,32.625996,31.282576,26.499832,22.058256,11.267608,17.812344,19.151157,15.204015,0.11752849,12.637241,19.668795,12.590967,3.4363413,11.749825,6.8804584,11.089501,4.2707815,9.363021,7.4810166,8.583358,0.71588105,8.114902
Miracle (with Ellie Goulding) - Mau P Remix,Miracle (with Ellie Goulding) - Mau P Remix,Calvin Harris,4/21/2023,217734,58,0.00134,0.642,0.943,0.085,0.155,-6.87,0.0519,128.005,0.44,4,8,1,spotify:track:3lsiqFV6SKhBgzQCpuM1JR,2023,0.49797514,0.37931034,0.40133974,0.48089465,0.39453146,0.3921872,0.36157933,0.4940946,0.45852202,0.45800468,0.49851286,0.4078723,0.34402183,0.25509313,0.27174672,0.32893458,0.26537627,0.3074552,0.24370247,0.31426993,0.3108659,0.31940302,0.3089154,0.25411186,-62.42232,82.83302,73.674995,33.6273,16.90649,20.967438,18.762691,17.98516,17.862312,14.787863,12.750913,15.037568,9.165925,13.23305,10.481551,11.485233,1.0778376,10.914963,11.732073,12.852729,-4.7801538,10.04963,0.36499068,8.382174,-2.526914,8.56855
Miracle Maker,Miracle Maker,Dom Dolla,7/14/2022,188592,65,0.00124,0.609,0.94,0.269,0.15,-6.097,0.0617,128.001,0.238,4,10,1,spotify:track:6txvQu0zUbiqG24A8XMLnK,2022,0.44949946,0.3858319,0.3569338,0.36376235,0.32815695,0.42253914,0.35023212,0.39728308,0.53018224,0.5994161,0.75317794,0.5415613,0.3149726,0.29518202,0.29178095,0.29829183,0.25191474,0.29019153,0.24029855,0.26829216,0.32903075,0.31260306,0.28989938,0.2832593,-58.581837,88.751434,47.845154,46.811844,-14.381257,35.593246,17.810179,22.960804,0.81552285,20.853037,-0.26562116,20.148003,0.10847404,17.880257,7.02752,13.884833,-3.6606474,15.616015,1.0322044,15.518453,-16.45211,17.884644,-8.234927,19.266363,-8.999463,14.140103
Mirage,A Collection of Fleeting Moments and Daydreams,Orion Sun,1/6/2020,57495,75,0.87,0.683,0.468,0.673,0.108,-10.058,0.0743,117.095,0.47,4,9,0,spotify:track:1w327AHTCoChRIkJUprAnV,2020,0.5211192,0.36940512,0.32918906,0.3808843,0.27728292,0.28852743,0.27287245,0.35054103,0.42831853,0.49124148,0.48877057,0.49067008,0.3285912,0.26947275,0.26430276,0.32793388,0.25321454,0.28083774,0.23905519,0.2943052,0.3210801,0.3554549,0.31379756,0.309099,-161.92372,88.114494,152.33609,35.234207,32.937164,24.098818,38.034554,14.02402,6.078077,10.05764,11.292111,10.625937,7.572937,8.343336,6.5500216,9.914015,-1.5499905,7.297411,4.2586055,7.592853,-4.1620736,6.8794265,4.637101,6.483193,-6.202769,6.793962
MISS HOLLYWOOD,MISS HOLLYWOOD,Gun Boi Kaz,1/12/2024,141502,45,0.345,0.708,0.592,0.0157,0.292,-12.857,0.0303,125.057,0.844,4,4,1,spotify:track:4OybpgerNoxEThptdkTM06,2024,0.3865815,0.29869407,0.25521868,0.35110953,0.47909662,0.36653695,0.39724326,0.35920203,0.5833071,0.615736,0.50837666,0.53305036,0.2854622,0.23611274,0.21937874,0.25299194,0.3363401,0.285239,0.30261728,0.21015343,0.31327236,0.33031535,0.24589622,0.30548328,-107.74719,79.58609,96.400345,35.121796,17.209682,21.937479,23.668282,14.337911,6.9885798,12.568548,10.784463,13.153495,7.8839045,9.193688,10.721315,9.701938,-0.599258,9.030046,5.7310658,8.749101,-7.192498,8.822122,3.272226,7.9933805,-2.800028,7.1733503
Mo Bamba,MUDBOY,Sheck Wes,10/5/2018,183906,74,0.194,0.729,0.625,0.00986,0.248,-5.266,0.0315,146.034,0.261,4,4,1,spotify:track:1xzBco0xcoJEDXktl7Jxrr,2018,0.45092446,0.33964118,0.37719983,0.41698962,0.59709185,0.46696573,0.36150748,0.34044865,0.33299053,0.3181673,0.35029355,0.525382,0.3060538,0.26802748,0.3059933,0.26981974,0.32611018,0.305077,0.2668803,0.25903347,0.265782,0.2743111,0.27375284,0.34311068,-73.916916,73.71244,100.76997,40.846165,31.984962,31.287664,12.600243,16.372545,0.8127268,19.022469,16.396078,15.692134,6.45796,14.371078,4.426358,13.102548,-7.813755,10.490879,3.5767112,10.937499,9.081616,12.47678,2.2942462,9.701333,1.198124,10.204584
Money In The Grave (Drake ft. Rick Ross),The Best In The World Pack,Drake,6/15/2019,205426,74,0.101,0.831,0.502,0.0,0.122,-4.045,0.046,100.541,0.101,4,10,0,spotify:track:5ry2OE6R2zPQFDO85XkgRb,2019,0.5269617,0.42868254,0.41597393,0.44547182,0.4853215,0.57420325,0.45231512,0.38025033,0.33905372,0.38018984,0.55524087,0.4546445,0.30517933,0.27236018,0.29725888,0.29823366,0.2878778,0.31315854,0.28250915,0.28649592,0.27041462,0.25118518,0.31357175,0.2603215,-157.10728,135.40973,105.3237,57.649857,26.306438,31.2477,11.652952,17.8885,8.579472,17.650797,9.081823,12.828611,-4.883396,14.613205,5.618655,13.831782,-0.47552893,12.703253,1.319005,12.120721,-2.3259292,10.173882,3.835797,10.564133,0.8112317,9.108447
