Song Name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,mfccs_mean_0,mfccs_std_0,mfccs_mean_1,mfccs_std_1,mfccs_mean_2,mfccs_std_2,mfccs_mean_3,mfccs_std_3,mfccs_mean_4,mfccs_std_4,mfccs_mean_5,mfccs_std_5,mfccs_mean_6,mfccs_std_6,mfccs_mean_7,mfccs_std_7,mfccs_mean_8,mfccs_std_8,mfccs_mean_9,mfccs_std_9,mfccs_mean_10,mfccs_std_10,mfccs_mean_11,mfccs_std_11,mfccs_mean_12,mfccs_std_12
360,BRAT,Charli xcx,6/7/2024,133805,85,0.646,0.857,0.62,0.244,0.0934,-8.13,0.0472,120.042,0.796,4,0,1,spotify:track:4w2GLmK2wnioVnb5CPQeex,2024,0.6008261,0.35133377,0.3233196,0.3147047,0.40718234,0.38470265,0.36671168,0.47245434,0.38226187,0.40761483,0.33401817,0.47782645,0.34567773,0.21966292,0.28901684,0.2518997,0.34985498,0.3375387,0.27703393,0.34360534,0.297696,0.35487545,0.26787978,0.30193064,-109.88515,108.58483,112.37034,47.72319,9.776009,28.585773,15.219908,22.753174,2.7847908,15.348738,2.871337,14.879203,5.039269,11.659874,-4.6752663,12.440395,0.827688,10.0921755,-1.4382111,10.479291,-6.5804977,8.935094,-4.2635393,9.475035,-5.9564047,8.979267
(I Can't Get No) Satisfaction - Mono Version,Out Of Our Heads,The Rolling Stones,7/30/1965,222813,77,0.0383,0.723,0.863,0.0317,0.128,-7.89,0.0338,136.302,0.931,4,2,1,spotify:track:2PzU4IB8Dr6mxV3lHuaG34,1965,0.3957864,0.47285366,0.4639262,0.4473857,0.64381605,0.52816224,0.43611273,0.35930884,0.38635936,0.49193603,0.3620741,0.38974854,0.25798672,0.3019346,0.26314893,0.23314895,0.31230247,0.2768566,0.24871874,0.2537366,0.2527543,0.3522474,0.22806019,0.24888395,-51.982513,74.37366,87.70902,21.803589,-22.640398,19.923887,43.77255,11.643474,5.613951,9.510591,13.481768,7.3678727,-7.271657,7.3487144,6.579128,6.892102,-3.897322,6.8106084,1.0025115,6.432187,-7.296565,6.057853,4.361311,6.4854836,-4.240124,5.8786874
_WORLD,SEVENTEEN 4th Album Repackage 'SECTOR 17',SEVENTEEN,7/18/2022,178453,65,0.312,0.709,0.809,0.0,0.0899,-3.198,0.0541,111.01,0.788,4,2,0,spotify:track:3QwiidVHfeE9y5jl4n2MTC,2022,0.38293818,0.30309147,0.4387825,0.29984453,0.33608925,0.41136768,0.29064685,0.43256754,0.32093307,0.410377,0.2544202,0.26009423,0.31999412,0.23485178,0.34904236,0.25483844,0.27877027,0.34983164,0.22387217,0.36532024,0.24934089,0.33573526,0.23447692,0.23022261,-2.3116,85.91398,84.09651,25.76146,7.3741646,16.86376,8.421481,13.264266,2.5163674,10.649622,8.231516,10.373332,-0.3015482,9.195534,1.3136119,8.47307,-2.7223737,7.882784,7.467195,8.309259,-0.5920282,6.796767,1.8111541,6.7735615,-1.6796565,6.439545
"1, 2 Step (Supersonic)","1, 2 Step (Supersonic)",SIDEPIECE,6/3/2022,176640,41,0.000747,0.856,0.851,0.641,0.0585,-6.006,0.0699,124.99,0.654,4,1,1,spotify:track:4ndFwD5xjLgJxGExGRoQYd,2022,0.510799,0.47871482,0.52529734,0.67375374,0.63563365,0.58746594,0.57097006,0.57195747,0.5549054,0.5483214,0.6013944,0.5760344,0.27899832,0.24468239,0.2256012,0.2761137,0.26546088,0.29125103,0.27027845,0.2549936,0.2509506,0.25824812,0.28470263,0.28119504,-70.88787,103.32006,50.942764,37.680164,0.50020635,30.17468,16.389479,18.9873,9.655016,17.169434,15.287349,14.836874,5.7668085,16.551374,13.888129,14.597467,2.7353065,13.631482,11.7058325,10.333787,5.280893,9.121723,8.641929,8.730838,0.52571046,8.994335
1-800-hot-n-fun,CRAZY,LE SSERAFIM,8/30/2024,173431,77,0.0786,0.752,0.892,0.0,0.158,-3.1,0.108,135.953,0.88,4,2,1,spotify:track:7vjfnsnDXZGK4PSq54ISjc,2024,0.449577,0.37148687,0.37838408,0.39291626,0.4213555,0.3634557,0.38672733,0.41608804,0.5359103,0.6505622,0.50959474,0.52700824,0.3053337,0.2452096,0.29852554,0.2659546,0.29988086,0.27590552,0.2651666,0.29738042,0.2915164,0.32757464,0.2780492,0.3273908,-17.840174,113.05777,70.29867,37.44398,5.8306565,27.256266,13.240396,20.098581,5.2891293,14.032196,4.102553,16.371098,1.4813299,11.694056,3.9590771,11.237933,-0.12819932,10.587938,1.9608533,10.257182,-6.0650077,9.487222,-1.8875871,8.827803,-4.5799637,8.171921
1900's,JAGUAR II : Deluxe,Victoria Monét,10/4/2024,149195,57,0.09,0.898,0.739,0.0298,0.0557,-7.472,0.186,111.004,0.64,4,9,1,spotify:track:79XRUITVajhW5Snn7WF3YQ,2024,0.45568314,0.49743772,0.42556965,0.4552782,0.5442084,0.44236067,0.45956144,0.4407525,0.50686353,0.5372385,0.46864387,0.52471644,0.2867847,0.31520006,0.29653943,0.28400248,0.3258253,0.2877248,0.30598372,0.30126244,0.3065836,0.32229224,0.27199727,0.32180998,-100.55086,92.93614,96.11697,39.364403,0.4908835,30.99115,19.784182,20.729214,3.7969134,17.49579,6.2269897,16.416756,5.6187544,13.572564,0.9061526,12.902674,2.6811633,11.518369,2.557611,10.9567,-1.8209412,10.828647,-1.2948285,11.172719,-0.9949414,9.899374
1942 (feat. Yo Gotti & YBN Nahmir),1942 (feat. Yo Gotti & YBN Nahmir),G-Eazy,4/13/2018,213080,54,0.0152,0.817,0.646,0.0,0.125,-5.12,0.249,162.898,0.835,4,4,0,spotify:track:794QVQtFNy7hvtjQP1keQd,2018,0.51997304,0.55846846,0.624692,0.5145386,0.49171433,0.44816846,0.4993842,0.49530458,0.40170023,0.38877642,0.43404356,0.49333403,0.3116451,0.25152412,0.29860005,0.27618048,0.2862806,0.27213636,0.28924337,0.3024431,0.27666056,0.2689237,0.2631144,0.3023199,-75.1506,97.08024,77.01544,36.198635,17.958479,34.59798,24.20097,21.182957,9.022482,18.90966,10.322491,14.59716,-2.0526261,15.5340395,8.345377,12.826991,1.5370331,11.283157,6.325719,12.106849,3.5055404,10.703004,12.565967,11.078208,1.8285242,8.478106
1979 - Remastered 2012,Mellon Collie And The Infinite Sadness (Deluxe Edition),The Smashing Pumpkins,1995,266200,77,0.0163,0.767,0.787,0.583,0.0513,-9.897,0.0331,126.879,0.964,4,3,1,spotify:track:5QLHGv0DfpeXLNFo7SFEy1,1995,0.27669868,0.28092042,0.50737125,0.647227,0.45275584,0.38355196,0.3339255,0.45146844,0.50237453,0.44379503,0.40125868,0.25660375,0.22669977,0.20366883,0.29596967,0.3188874,0.22261105,0.30417338,0.23423022,0.29249227,0.3510436,0.2758528,0.29289153,0.19605264,-93.47669,115.239525,85.90477,35.26054,18.601694,20.323528,36.808125,14.474807,8.446803,11.488172,11.042938,9.294479,2.4729373,9.586357,5.026084,7.5387526,0.18895143,7.4681196,4.9358053,7.0488343,-2.4718375,6.9389687,0.53644353,6.813808,-7.3739686,6.525193
2 Things,2 Things,Don Diablo,9/30/2022,191250,43,0.0702,0.685,0.813,0.0327,0.218,-5.163,0.0387,127.994,0.165,4,9,1,spotify:track:23YAweZPLgWqOTJdpvSv1O,2022,0.3712898,0.46610564,0.3055494,0.37140864,0.46815506,0.34812087,0.27646983,0.332122,0.5789876,0.4853701,0.36012197,0.40256208,0.28516442,0.34201446,0.24079435,0.2927394,0.33654022,0.28781947,0.25153336,0.26605147,0.33672997,0.31760162,0.28495106,0.33267522,-50.563114,84.940346,98.01756,45.86921,3.091794,31.313442,8.478837,21.476896,-2.3655818,19.807318,4.258492,19.919437,0.14367382,12.716305,4.6385083,14.500849,-6.4566197,13.72323,8.832433,11.654698,-3.057977,10.254855,3.3944201,9.035644,-1.6348281,9.222418
21 Guns,Greatest Hits: God's Favorite Band,Green Day,11/17/2017,322040,39,0.048,0.26,0.719,0.0,0.454,-4.765,0.0364,159.072,0.419,4,5,1,spotify:track:4pu474fFUC7hgBBIf2W0S8,2017,0.44911265,0.31709155,0.40135345,0.28198487,0.40701887,0.48493943,0.3179772,0.39785695,0.28711185,0.3798188,0.32200104,0.32785842,0.34667358,0.21878302,0.3342167,0.23529333,0.3000451,0.35753283,0.23011234,0.34689617,0.23437503,0.31195086,0.29610947,0.2447279,-90.880135,132.24504,86.78483,30.771465,-9.23515,17.41778,29.672424,15.146618,5.4925084,12.897359,9.120128,10.665612,-1.8375908,8.505298,2.2307057,8.010442,-5.0651464,8.154927,2.79263,8.186563,1.4626971,6.8974977,0.01777864,6.982662,-4.794804,6.363838
3D (feat. Jack Harlow),3D (feat. Jack Harlow),Jung Kook,9/29/2023,201812,74,0.0322,0.853,0.824,0.0,0.0859,-3.287,0.103,108.044,0.888,4,1,1,spotify:track:6ehWdR7cGDXnT7aKEASJxE,2023,0.5870079,0.42919633,0.37989753,0.39205334,0.39836782,0.40859845,0.37836844,0.46268,0.40285277,0.36843932,0.42645732,0.45885596,0.3475676,0.2932573,0.2962824,0.2983627,0.29336205,0.32071102,0.27044624,0.30948913,0.3043041,0.2846444,0.32082644,0.2912634,-69.34607,133.20251,57.167526,38.141224,23.11823,25.639912,22.97995,20.55991,14.825717,16.2813,9.217316,14.2499895,3.1277456,12.599325,7.864333,11.932099,-0.5738955,11.217003,5.1734276,11.405715,-0.89873636,9.980274,1.3202391,9.025438,-0.8835045,8.629302
44 (Forget Forever),4444,WOOSUNG,10/4/2024,313866,48,0.0353,0.551,0.718,0.000119,0.0896,-7.744,0.0361,130.028,0.136,4,5,1,spotify:track:1gB4AZdHNk7jawrX5M7tEm,2024,0.45444283,0.2784318,0.31323776,0.24972682,0.43511882,0.51785517,0.29098004,0.37230107,0.34482172,0.45889398,0.3228789,0.33247057,0.3440083,0.22140495,0.3008678,0.21091674,0.31699556,0.3411707,0.20481901,0.32564884,0.25204957,0.3423984,0.2637267,0.2654245,-99.505974,151.2245,87.846436,37.510006,19.930708,35.54819,10.296543,14.534639,3.8375301,14.728266,6.6015735,12.532896,-4.7211275,11.089283,1.3940423,9.293829,-2.865869,9.071801,4.3325033,8.644804,-0.48009282,8.004993,4.1939116,7.485692,-2.9656591,6.881523
500lbs,TEC,Lil Tecca,9/22/2023,144390,79,0.098,0.724,0.779,0.0,0.127,-5.412,0.0807,123.013,0.53,4,7,0,spotify:track:6rjuKpPydT2SxN15TZpV7r,2023,0.4355369,0.35355806,0.5748858,0.47237906,0.4518107,0.44620112,0.4117583,0.5451414,0.4004173,0.4585933,0.50194967,0.36855665,0.3130477,0.21950138,0.31641218,0.2851647,0.29949856,0.31228417,0.27358913,0.31705886,0.28401703,0.30226386,0.30119762,0.24350408,-57.847668,63.324314,99.719086,38.14043,15.75889,29.237486,1.1129714,18.90911,1.8540895,17.497826,4.6200824,17.0776,0.25934908,14.283987,8.709705,14.633437,-5.765853,12.308116,4.9102693,12.408636,-3.076054,10.949021,6.2095976,9.523329,-0.124448515,9.4544325
7HEAVEN,FESTA,PURPLE KISS,9/5/2023,208320,39,0.00171,0.682,0.941,0.0,0.525,-1.431,0.0934,114.996,0.753,4,11,0,spotify:track:3ZvaNnxZATJ4bA41Vkbssc,2023,0.37281686,0.45114353,0.4812739,0.38488406,0.4373921,0.361767,0.4501698,0.3411011,0.38278413,0.50119406,0.40914372,0.5109132,0.25337595,0.29112694,0.32118106,0.2561254,0.3164184,0.25478497,0.3147705,0.25219938,0.25985488,0.3223907,0.24528065,0.32749915,19.334923,84.09699,57.007362,24.006096,0.038251583,19.613022,16.325573,16.978283,8.895419,11.691802,5.422985,12.792915,3.5298748,10.440497,7.782987,10.640328,4.2748523,9.620603,8.135808,9.571961,-3.3179395,9.919564,7.3103676,9.075084,1.7333235,8.144329
A Red Flag,Minh Tinh,Văn Mai Hương,10/24/2023,230704,23,0.623,0.473,0.552,0.00133,0.0734,-5.138,0.047,141.594,0.376,3,1,0,spotify:track:124gliJgzZ8mEcVRbI7xDN,2023,0.3164886,0.44938478,0.24815404,0.27895573,0.37504902,0.23712121,0.34398285,0.30772206,0.44318247,0.31711903,0.21881376,0.29359436,0.26921195,0.3658031,0.24097063,0.25826174,0.33806357,0.22425963,0.35301027,0.26088765,0.34474552,0.28449425,0.22822164,0.30816895,-94.77999,100.7333,131.08636,39.991936,0.60839343,26.891752,11.668257,19.058285,3.9293144,14.785851,2.3516817,14.328374,1.0585978,12.064596,-0.38857093,11.401935,-5.207734,9.728298,2.7122285,11.484992,-7.502887,10.790669,1.2458779,9.5891075,-3.1575322,9.967742
Alive,Ten,Pearl Jam,8/27/1991,340907,73,0.00752,0.284,0.875,0.000461,0.402,-6.069,0.0422,75.009,0.595,4,11,0,spotify:track:1L94M3KIu7QluZe63g64rv,1991,0.38885286,0.45706147,0.48380905,0.496288,0.5560246,0.38505876,0.4124589,0.41217265,0.38980478,0.44298,0.36663646,0.42380705,0.27302563,0.29118335,0.30228922,0.28554592,0.3169877,0.24351287,0.28704348,0.2914702,0.2505398,0.3162965,0.25796965,0.2936924,-128.21191,62.14619,91.60309,26.298399,-38.84244,15.961832,39.57102,12.788246,9.065685,11.73378,0.199814,7.8926983,1.5826061,9.278553,10.474155,8.048513,-3.4356182,6.764369,3.39313,7.5440793,0.5511802,7.1353207,5.824465,7.078989,-6.4309125,6.434333
All Along the Watchtower,Electric Ladyland,Jimi Hendrix,10/25/1968,240800,73,0.00255,0.438,0.805,5.69e-05,0.0842,-6.237,0.0624,113.253,0.564,4,8,1,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,1968,0.47339925,0.30487853,0.30621573,0.34540895,0.2913169,0.32253966,0.36199436,0.48013756,0.38404867,0.3890578,0.44099548,0.39075413,0.35431796,0.25585794,0.26372725,0.30307811,0.24829105,0.2944461,0.26953527,0.32485345,0.29025343,0.27835995,0.32302773,0.26586938,-36.172775,64.24511,72.4848,26.740856,-6.4681287,17.693478,32.138176,13.528149,17.696108,11.764745,11.010766,9.198462,-0.071105294,8.478656,7.320896,9.85779,-7.0232816,10.188752,8.687494,8.283544,-4.2257843,8.289056,1.9284192,7.5295234,0.2889447,8.177552
All I Ever Asked,All I Ever Asked,Rachel Chinouriri,3/8/2022,215384,50,0.469,0.913,0.459,0.000889,0.0891,-7.528,0.0446,114.996,0.848,4,5,1,spotify:track:2F9DCIJ7ZXHhNkiIlIIOkw,2022,0.46796185,0.28460756,0.3009792,0.2721764,0.35511583,0.43631178,0.30514753,0.33361492,0.30945903,0.4257136,0.37347785,0.32936677,0.3651253,0.22083208,0.31642774,0.28057072,0.30795535,0.35756615,0.2560322,0.3007393,0.24733394,0.35024345,0.34145358,0.27417156,-101.84903,109.87117,110.24702,39.68984,27.750116,22.127907,18.585527,15.58273,10.772102,12.396982,15.097098,12.460287,2.998348,10.4219,3.3781433,10.110047,-2.5377486,9.0018835,5.6203165,9.555469,-6.040181,9.778561,2.7495503,9.526207,-3.5849442,9.235099
All My Life,One By One (Expanded Edition),Foo Fighters,10/22/2002,263440,71,0.000218,0.577,0.604,0.000579,0.477,-5.703,0.0495,167.719,0.637,4,5,1,spotify:track:6tsojOQ5wHaIjKqIryLZK6,2002,0.30046245,0.32252157,0.36577165,0.33837786,0.36788234,0.48844358,0.48846427,0.62646866,0.54853094,0.49044603,0.44339168,0.34177276,0.27163762,0.25060943,0.2570905,0.2378834,0.266322,0.30541345,0.2538705,0.34385028,0.27944303,0.28573406,0.31608087,0.2724985,-66.39493,131.99368,83.88894,36.495132,-12.757496,27.385117,32.713287,13.958971,10.261143,10.992456,12.701455,9.586687,1.3170061,9.636127,11.621422,7.250125,7.4348617,7.8802443,10.600253,8.80743,3.1392548,7.085906,7.073271,7.5834994,-1.0622405,6.423423
All Nighter,DRIVE,Tiësto,4/21/2023,134880,65,0.0386,0.756,0.921,0.0546,0.327,-6.196,0.0508,124.981,0.384,4,11,0,spotify:track:3jksOdXCaDXyGiZ7L4YZbp,2023,0.462306,0.50882643,0.49435902,0.44669798,0.5041189,0.49249622,0.6111446,0.48946238,0.45573395,0.4498114,0.466474,0.53685504,0.27322963,0.27981588,0.28712413,0.27156156,0.3287095,0.28669375,0.31608748,0.27894244,0.28568655,0.3003911,0.27736282,0.31695744,-55.390747,95.87276,85.84178,41.20493,8.544859,22.82934,18.20226,18.386013,6.815758,17.311615,13.003743,12.87694,6.3547287,10.143858,8.408507,9.894842,2.8654284,9.475777,5.351817,8.48578,-0.47754973,8.023601,6.917844,8.294873,1.1894573,7.7685413
All Right Now,Fire And Water,Free,6/26/1970,330643,65,0.221,0.787,0.472,0.000336,0.153,-12.824,0.0832,120.059,0.824,4,2,1,spotify:track:1gcESexgftSuLuML57Y69q,1970,0.3573584,0.40246007,0.4417029,0.3641237,0.45398498,0.3448735,0.3536838,0.39794073,0.42665654,0.5866728,0.40706077,0.36871058,0.3012527,0.3048252,0.3406683,0.28126577,0.32135555,0.2708588,0.29344434,0.3166278,0.27506903,0.33472863,0.25609207,0.28989768,-130.19803,114.89058,64.91191,37.59537,5.371559,35.69937,18.946596,18.762522,17.264912,16.101482,7.2616024,12.788783,4.733205,10.5443735,6.8668528,9.741729,3.726356,10.082674,3.463541,9.795253,-2.9066458,9.043315,0.4098114,9.606167,-0.22445263,9.983058
Allergy,I feel,(G)I-DLE,5/15/2023,162786,62,0.0524,0.591,0.92,0.0,0.0467,-3.699,0.185,165.087,0.545,4,5,1,spotify:track:38MKW2tQHtyO8djIOKlEFF,2023,0.47854874,0.3296943,0.33188084,0.29906726,0.4207118,0.48522687,0.3258057,0.3959908,0.3701121,0.46683788,0.369052,0.35635617,0.33882993,0.2466671,0.2969754,0.2449954,0.29545745,0.34332016,0.23421456,0.31267387,0.25589675,0.32249948,0.27819714,0.25322086,-28.8814,98.0628,83.834854,31.712675,3.438135,20.947052,18.064167,16.56811,5.040249,13.73838,7.0905747,13.071178,1.4275439,11.650483,1.4390881,11.425764,3.2850008,9.902366,4.4668326,10.158658,-4.1991134,8.298695,0.59846,8.806726,-2.608681,8.712396
Alone + Easy Target,Foo Fighters,Foo Fighters,7/4/1995,245666,48,0.00424,0.226,0.978,1.47e-06,0.109,-7.27,0.107,131.586,0.137,4,7,1,spotify:track:5XUpAb2zC8G404RPkwb09H,1995,0.43477374,0.45140952,0.48222706,0.42631003,0.4775095,0.38636646,0.450928,0.45009685,0.44792458,0.5163307,0.3497129,0.38479233,0.29280835,0.2761407,0.2965919,0.24309796,0.2926556,0.23336935,0.28770483,0.28186256,0.2499237,0.30784914,0.20226166,0.274754,-29.380468,90.57733,87.973946,17.647877,-12.206161,26.53828,36.087723,12.8469515,-5.148504,13.069954,5.7364926,6.7876034,-9.524736,7.8178515,4.86298,6.5853934,-1.8538132,7.355733,0.20462224,7.4088135,-2.9125617,5.589692,-2.1086671,6.6253076,-8.020662,4.933077
alone with you,alone with you,Mac Ayres,10/4/2024,154797,47,0.61,0.705,0.468,0.000101,0.077,-8.721,0.123,140.582,0.437,4,2,1,spotify:track:4Ik7aSxrZ4zJ0cWpbG5snd,2024,0.21169902,0.28107896,0.28037983,0.3421482,0.52670366,0.3769086,0.34776524,0.20499153,0.28284067,0.41771778,0.26742047,0.24520953,0.242227,0.31347907,0.31366152,0.26860777,0.39152467,0.26053503,0.35623863,0.22144523,0.25191987,0.36499715,0.25038555,0.29969823,-200.5635,116.967384,108.58177,48.436813,26.578697,33.380646,40.68153,18.169443,22.965387,14.704087,-0.6286007,12.764542,4.0664687,12.626058,-4.1728573,10.553907,-6.1732597,11.127121,-2.1849706,12.042179,-3.268656,9.307531,-1.2283757,9.059198,-9.544995,7.472033
alright,alright,raph,11/24/2023,132919,49,0.077,0.498,0.617,0.00111,0.265,-8.082,0.0371,172.928,0.362,4,9,1,spotify:track:6s2TBrbs9bTC1faiyww2AN,2023,0.34721333,0.5424407,0.32255706,0.30041358,0.3799463,0.31905988,0.33002174,0.2708025,0.4804107,0.5038848,0.32346243,0.4141136,0.2578212,0.3380267,0.2704503,0.25886205,0.29978305,0.2668269,0.29866064,0.2474926,0.3320029,0.35164657,0.24711284,0.36485034,-86.877106,83.9137,86.802536,45.0602,-3.2781773,28.042843,-4.8066473,31.401134,-2.4250531,19.840918,-4.084433,20.845778,-17.7629,19.822289,-11.519446,18.293518,-11.314353,15.879089,-7.17232,16.29436,-8.545886,11.904019,-4.46038,12.250535,-3.2201104,11.494348
Ambrosia,Ambrosia,AOBeats,5/8/2020,203636,27,0.151,0.778,0.554,0.00302,0.0921,-7.349,0.054,131.929,0.322,4,9,1,spotify:track:5C9hTtQ6BAqwGu5T1bmRK4,2020,0.40083387,0.50486946,0.31191045,0.27848756,0.39560053,0.2964886,0.33927977,0.28421423,0.42468128,0.53889036,0.42406678,0.5572431,0.24748838,0.34238726,0.2717004,0.2545464,0.32271305,0.25485498,0.30271325,0.24912512,0.30989158,0.3703005,0.28024536,0.36365214,-99.844215,83.412125,89.66646,34.696117,13.050858,27.207954,4.88414,20.488194,-13.43345,18.052254,16.824713,17.477589,0.46232235,12.551888,-1.7713515,17.107584,5.4371667,13.067682,0.38769975,12.810884,-5.1438947,12.670753,-0.8731222,10.062868,-3.546646,11.168698
American Boy,Shine,Estelle,3/28/2008,284733,77,0.171,0.693,0.729,0.0,0.07,-2.99,0.378,117.848,0.521,4,0,1,spotify:track:6etwirSInfuJrSOlogS6Sh,2008,0.32671085,0.25454208,0.26994398,0.33152252,0.48320535,0.41339764,0.39567837,0.38026336,0.3347045,0.35615602,0.33643845,0.4212605,0.29543376,0.25028473,0.2637593,0.279409,0.355857,0.3303365,0.33795667,0.33188534,0.3007862,0.34295624,0.2863553,0.32590055,-68.40452,111.03719,92.50268,38.923088,10.056786,26.95077,29.27666,23.426762,8.281653,16.88846,6.648435,16.787449,8.419556,13.103914,3.351411,13.035439,-2.256933,11.957736,8.64079,12.710087,-4.8962097,11.185936,2.2390172,9.095513,-1.7558144,8.98405
American Idiot,American Idiot,Green Day,9/21/2004,176346,81,2.64e-05,0.38,0.988,7.86e-05,0.368,-2.042,0.0639,186.113,0.769,4,1,1,spotify:track:6nTiIhLmQ3FWhvrGafw2zj,2004,0.46784958,0.5003326,0.47112823,0.5870267,0.47788987,0.45217347,0.43462998,0.554063,0.6743569,0.51791275,0.4356291,0.38308188,0.25742945,0.28367618,0.25093132,0.2890043,0.2610611,0.27660298,0.25558263,0.27047515,0.30433226,0.27545872,0.27253246,0.23241836,-57.427853,127.563484,72.24026,24.105555,-18.90123,20.916851,29.184828,16.084269,4.6826215,10.384939,16.180092,11.0149555,-0.64271766,8.452764,8.696354,8.188088,5.8932633,6.285034,6.759493,6.4113345,2.026563,6.428035,6.8144846,6.01873,-2.1463995,5.4951234
"American Woman - 7"" Single Version",American Woman (Expanded Edition),The Guess Who,1/1/1970,231640,51,0.0424,0.538,0.841,0.00177,0.312,-7.547,0.0375,93.077,0.881,4,9,1,spotify:track:0emHuukZSuaOzOlsAWHj2W,1970,0.30104363,0.26222184,0.4095915,0.46038437,0.6311087,0.5086723,0.3152479,0.2985017,0.38078955,0.3085895,0.26391494,0.40988412,0.23467469,0.23289813,0.30731097,0.2567676,0.32903108,0.28549168,0.21185744,0.2697071,0.30530956,0.26862997,0.25133866,0.3216017,-56.63579,75.644264,109.879135,26.214352,-14.017942,20.142551,40.70758,13.801762,8.996643,10.025955,7.219522,9.185477,2.2376099,8.211795,8.321459,7.5134983,0.7712784,6.881504,6.059204,6.726846,-2.4903529,6.701493,-0.81911045,6.887216,-3.798567,6.339479
Amsterdam,Night Visions,Imagine Dragons,9/4/2012,241426,46,0.00852,0.517,0.768,8.4e-06,0.136,-4.961,0.0363,115.002,0.206,4,9,1,spotify:track:46bkeaB7DA45q7PdKWLFkR,2012,0.3369705,0.33073986,0.30705822,0.5138277,0.55703783,0.38250986,0.3360806,0.3549705,0.66240036,0.43842876,0.3752175,0.51275164,0.24924621,0.26804894,0.21379647,0.26128075,0.3223129,0.24709041,0.23852225,0.19288741,0.3431747,0.29219142,0.23531328,0.3320844,-50.421062,86.441986,96.56414,23.30443,12.374945,23.729494,37.079903,12.867138,4.1421213,9.054748,12.72311,9.122936,0.5820492,7.163607,8.902521,6.908675,0.92857087,6.7964973,4.8070617,7.8342047,-0.72782755,7.076346,7.9990163,6.9310555,-1.1800725,6.1845064
Animal I Have Become,One-X,Three Days Grace,6/25/2006,231400,77,0.000684,0.553,0.853,0.0,0.126,-3.668,0.0339,122.023,0.506,4,8,1,spotify:track:56sk7jBpZV0CD31G9hEU3b,2006,0.4289619,0.34826642,0.47686043,0.49710912,0.40048844,0.38303047,0.409537,0.618322,0.44601622,0.3819445,0.39879078,0.3601955,0.31092688,0.22434537,0.29376352,0.28710827,0.24762996,0.2608261,0.24219067,0.32609537,0.27559847,0.25531316,0.2819524,0.22420399,-52.2116,91.30043,84.24054,35.671688,-3.4629111,19.118282,34.954975,14.19903,6.6008253,11.701152,13.739283,9.000936,-1.050537,8.171283,4.505141,6.2017913,3.1461122,6.549338,4.181858,6.7808743,2.2783008,6.898599,5.129305,6.2492657,-5.139981,7.110309
AP - Music from the film Boogie,AP (Music from the film Boogie),Pop Smoke,2/26/2021,171891,57,0.152,0.751,0.744,0.000568,0.252,-6.859,0.177,148.014,0.634,4,1,1,spotify:track:17vGPZ5EsdvtgAOCD4FLWI,2021,0.4038111,0.40739498,0.40444767,0.49494466,0.4766342,0.41725776,0.39063585,0.43342784,0.6298302,0.6240663,0.4530809,0.39997488,0.2878243,0.2754453,0.27568159,0.30883482,0.30204457,0.2954244,0.2620589,0.26122662,0.29627076,0.33568776,0.290253,0.28866133,-97.652954,125.28906,63.16295,40.53607,27.553116,31.699003,9.803965,19.651817,-3.676353,20.047426,11.452661,17.52205,2.865388,15.4036045,12.811546,15.043584,-4.772893,12.686135,-4.2913227,11.925189,4.5085225,12.2043295,4.9559946,9.290645,0.6899774,9.699243
Aphrodite,After the Sun,RINI,10/31/2018,271000,56,0.555,0.717,0.298,0.00293,0.0997,-9.237,0.0394,116.039,0.262,4,6,0,spotify:track:3A7Etq2wGE9cYqLIma97Tt,2018,0.41869977,0.5524188,0.34880617,0.26928195,0.3243001,0.28443784,0.36169097,0.3136846,0.492881,0.41028488,0.3244255,0.43140894,0.3062705,0.3746406,0.29194042,0.24826962,0.30017313,0.24752513,0.31127614,0.24860534,0.35134754,0.30478042,0.26461455,0.35604358,-176.70891,89.13465,135.08752,51.119457,32.749702,33.2525,8.233283,26.069305,10.332272,20.873072,0.603975,16.2291,-2.028513,13.601621,4.9415193,15.455325,-7.141744,12.684332,0.7677779,13.32536,-6.231856,10.312524,-1.183697,10.102637,-2.4790127,10.398457
